"gid","iso_a2","code","name","level_0","level_1","bbox"
213321,"US","13321","Worth","US","Georgia","-84.03288 31.318365 -83.649384 31.849588"
215001,"US","15001","Hawaii","US","Hawaii","-156.064606 18.912361 -154.805725 20.272778"
215003,"US","15003","Honolulu","US","Hawaii","-175.742175 21.255695 -157.649078 27.927355"
215005,"US","15005","Kalawao","US","Hawaii","-157.014617 21.129475 -156.896028 21.219584"
215007,"US","15007","Kauai","US","Hawaii","-160.546722 21.649944 -159.293747 22.23875"
215009,"US","15009","Maui","US","Hawaii","-157.314163 20.505028 -155.979645 21.226583"
216001,"US","16001","Ada","US","Idaho","-116.513683 43.112255 -115.974845 43.807423"
216003,"US","16003","Adams","US","Idaho","-116.899711 44.444402 -116.089118 45.268087"
216005,"US","16005","Bannock","US","Idaho","-112.752341 42.256276 -111.875475 43.022589"
216007,"US","16007","Bear Lake","US","Idaho","-111.63491 41.999541 -111.046714 42.603352"
216009,"US","16009","Benewah","US","Idaho","-117.03994 47.021667 -116.329394 47.414695"
216011,"US","16011","Bingham","US","Idaho","-113.007788 42.862998 -111.588049 43.626627"
216013,"US","16013","Blaine","US","Idaho","-114.996687 42.615851 -113.007318 43.993002"
216015,"US","16015","Boise","US","Idaho","-116.282019 43.585874 -114.967343 44.351695"
216017,"US","16017","Bonner","US","Idaho","-117.042137 47.890127 -116.048669 48.847448"
216019,"US","16019","Bonneville","US","Idaho","-112.520082 43.019407 -111.043925 43.626905"
216021,"US","16021","Boundary","US","Idaho","-117.032441 48.499974 -116.048934 49.00075"
216023,"US","16023","Butte","US","Idaho","-113.798441 43.284561 -112.694959 44.234152"
216025,"US","16025","Camas","US","Idaho","-115.086653 43.198064 -114.374758 43.858595"
216027,"US","16027","Canyon","US","Idaho","-117.032578 43.29052 -116.473393 43.880203"
216029,"US","16029","Caribou","US","Idaho","-112.149851 42.415359 -111.043495 43.022476"
216031,"US","16031","Cassia","US","Idaho","-114.286654 41.988182 -112.999965 42.687832"
216033,"US","16033","Clark","US","Idaho","-112.995363 43.971941 -111.617207 44.571678"
216035,"US","16035","Clearwater","US","Idaho","-116.456136 46.265755 -114.594634 46.934669"
216037,"US","16037","Custer","US","Idaho","-115.305042 43.569157 -113.320362 44.879077"
216039,"US","16039","Elmore","US","Idaho","-116.267904 42.767657 -114.971351 44.098766"
216041,"US","16041","Franklin","US","Idaho","-112.126194 41.997794 -111.507752 42.430635"
216043,"US","16043","Fremont","US","Idaho","-112.15637 43.883206 -111.047044 44.754954"
216045,"US","16045","Gem","US","Idaho","-116.712792 43.807096 -116.152244 44.510813"
216047,"US","16047","Gooding","US","Idaho","-115.086902 42.649298 -114.594212 43.198567"
216049,"US","16049","Idaho","US","Idaho","-116.794562 45.107642 -114.320303 46.671142"
216051,"US","16051","Jefferson","US","Idaho","-112.697122 43.62314 -111.625938 44.058464"
216053,"US","16053","Jerome","US","Idaho","-114.617401 42.494906 -113.931687 42.851121"
216055,"US","16055","Kootenai","US","Idaho","-117.042309 47.366031 -116.329406 47.991511"
216057,"US","16057","Latah","US","Idaho","-117.039981 46.541709 -116.329415 47.130829"
216059,"US","16059","Lemhi","US","Idaho","-114.820199 44.230201 -112.813591 45.705977"
216061,"US","16061","Lewis","US","Idaho","-116.713824 45.991601 -116.012624 46.469357"
216063,"US","16063","Lincoln","US","Idaho","-114.5948 42.764206 -113.713953 43.200213"
216065,"US","16065","Madison","US","Idaho","-111.983527 43.621951 -111.398624 43.930137"
216067,"US","16067","Minidoka","US","Idaho","-113.932063 42.518563 -113.413106 43.199859"
216069,"US","16069","Nez Perce","US","Idaho","-117.06284 45.855216 -116.360239 46.631245"
216071,"US","16071","Oneida","US","Idaho","-113.000081 41.997226 -112.070266 42.503055"
216073,"US","16073","Owyhee","US","Idaho","-117.027014 41.996115 -115.037506 43.680802"
216075,"US","16075","Payette","US","Idaho","-116.983857 43.792651 -116.452068 44.152651"
216077,"US","16077","Power","US","Idaho","-113.243781 42.327384 -112.379641 43.110946"
216079,"US","16079","Shoshone","US","Idaho","-116.329601 46.932857 -114.958793 48.069028"
216081,"US","16081","Teton","US","Idaho","-111.400954 43.501051 -111.045264 43.984307"
216083,"US","16083","Twin Falls","US","Idaho","-115.038174 41.994238 -114.000317 42.918428"
216085,"US","16085","Valley","US","Idaho","-116.213871 44.147668 -114.694001 45.219651"
216087,"US","16087","Washington","US","Idaho","-117.243027 44.15103 -116.299686 44.840609"
217001,"US","17001","Adams","US","Illinois","-91.513079 39.756862 -90.911969 40.200041"
217003,"US","17003","Alexander","US","Illinois","-89.518477 36.970298 -89.132915 37.335578"
217005,"US","17005","Bond","US","Illinois","-89.639267 38.740509 -89.250238 39.02838"
217007,"US","17007","Boone","US","Illinois","-88.940994 42.15232 -88.705389 42.495045"
217009,"US","17009","Brown","US","Illinois","-90.917132 39.838961 -90.510442 40.105902"
217011,"US","17011","Bureau","US","Illinois","-89.862351 41.14851 -89.163705 41.585362"
217013,"US","17013","Calhoun","US","Illinois","-90.936728 38.868384 -90.450813 39.400252"
217015,"US","17015","Carroll","US","Illinois","-90.317395 41.928917 -89.684694 42.199112"
217017,"US","17017","Cass","US","Illinois","-90.583534 39.872601 -89.994405 40.125292"
217019,"US","17019","Champaign","US","Illinois","-88.463634 39.879092 -87.92876 40.400612"
217021,"US","17021","Christian","US","Illinois","-89.535076 39.345825 -89.023987 39.826085"
217023,"US","17023","Clark","US","Illinois","-88.013944 39.157513 -87.531355 39.487392"
217025,"US","17025","Clay","US","Illinois","-88.698459 38.599137 -88.249063 38.915432"
217027,"US","17027","Clinton","US","Illinois","-89.706949 38.415779 -89.138337 38.743236"
217029,"US","17029","Coles","US","Illinois","-88.472073 39.373638 -87.960179 39.685973"
217031,"US","17031","Cook","US","Illinois","-88.263641 41.469705 -87.524166 42.154292"
217033,"US","17033","Crawford","US","Illinois","-87.950392 38.848857 -87.51213 39.17922"
217035,"US","17035","Cumberland","US","Illinois","-88.471207 39.171042 -88.007766 39.378968"
217037,"US","17037","DeKalb","US","Illinois","-88.942146 41.628316 -88.588308 42.15359"
217039,"US","17039","De Witt","US","Illinois","-89.148764 40.048853 -88.574885 40.283203"
217041,"US","17041","Douglas","US","Illinois","-88.473182 39.651588 -87.936988 39.880227"
217043,"US","17043","DuPage","US","Illinois","-88.262896 41.685242 -87.914264 41.993886"
217045,"US","17045","Edgar","US","Illinois","-87.968777 39.476676 -87.53164 39.883"
217047,"US","17047","Edwards","US","Illinois","-88.150891 38.25566 -87.937174 38.570552"
217049,"US","17049","Effingham","US","Illinois","-88.806795 38.910847 -88.360475 39.216263"
217051,"US","17051","Fayette","US","Illinois","-89.257463 38.736331 -88.693531 39.217909"
217053,"US","17053","Ford","US","Illinois","-88.459957 40.398417 -87.931712 40.997777"
217055,"US","17055","Franklin","US","Illinois","-89.178371 37.861927 -88.704606 38.126617"
217057,"US","17057","Fulton","US","Illinois","-90.451916 40.183812 -89.872114 40.714868"
217059,"US","17059","Gallatin","US","Illinois","-88.375434 37.573066 -88.025921 37.916118"
217061,"US","17061","Greene","US","Illinois","-90.62229 39.117592 -90.148069 39.521803"
217063,"US","17063","Grundy","US","Illinois","-88.595961 41.10828 -88.240889 41.463066"
217065,"US","17065","Hamilton","US","Illinois","-88.70664 37.906428 -88.370367 38.256661"
217067,"US","17067","Hancock","US","Illinois","-91.507269 40.193086 -90.904216 40.639202"
217069,"US","17069","Hardin","US","Illinois","-88.415412 37.401599 -88.061114 37.599625"
217071,"US","17071","Henderson","US","Illinois","-91.185295 40.634946 -90.785194 41.070256"
217073,"US","17073","Henry","US","Illinois","-90.437652 41.149304 -89.856613 41.584679"
217075,"US","17075","Iroquois","US","Illinois","-88.131935 40.485568 -87.525661 41.010341"
217077,"US","17077","Jackson","US","Illinois","-89.680868 37.561925 -89.150662 37.955343"
217079,"US","17079","Jasper","US","Illinois","-88.362779 38.846877 -87.945032 39.174882"
217081,"US","17081","Jefferson","US","Illinois","-89.149841 38.124523 -88.698961 38.476969"
217083,"US","17083","Jersey","US","Illinois","-90.603569 38.923395 -90.145828 39.262009"
217085,"US","17085","Jo Daviess","US","Illinois","-90.65671 42.193645 -89.919772 42.508481"
217087,"US","17087","Johnson","US","Illinois","-89.044799 37.293933 -88.708546 37.600682"
217089,"US","17089","Kane","US","Illinois","-88.602566 41.719563 -88.238186 42.154249"
217091,"US","17091","Kankakee","US","Illinois","-88.251501 40.99456 -87.526206 41.298052"
217093,"US","17093","Kendall","US","Illinois","-88.60362 41.457129 -88.252231 41.724656"
217095,"US","17095","Knox","US","Illinois","-90.444339 40.712361 -89.984557 41.15211"
217097,"US","17097","Lake","US","Illinois","-88.199763 42.152252 -87.758833 42.495637"
217099,"US","17099","LaSalle","US","Illinois","-89.16715 40.925749 -88.58624 41.631389"
217101,"US","17101","Lawrence","US","Illinois","-87.912362 38.568061 -87.495199 38.852507"
217103,"US","17103","Lee","US","Illinois","-89.632379 41.584889 -88.938679 41.911716"
217105,"US","17105","Livingston","US","Illinois","-88.931476 40.61655 -88.23495 41.114218"
217107,"US","17107","Logan","US","Illinois","-89.603598 39.91686 -89.143451 40.325344"
217109,"US","17109","McDonough","US","Illinois","-90.909756 40.276335 -90.445627 40.639201"
217111,"US","17111","McHenry","US","Illinois","-88.707421 42.15341 -88.198245 42.495181"
217113,"US","17113","McLean","US","Illinois","-89.269397 40.280919 -88.459207 40.757608"
217115,"US","17115","Macon","US","Illinois","-89.217874 39.652678 -88.745057 40.055344"
217117,"US","17117","Macoupin","US","Illinois","-90.153782 38.99833 -89.698555 39.523316"
217119,"US","17119","Madison","US","Illinois","-90.275702 38.654966 -89.595103 38.9994"
217121,"US","17121","Marion","US","Illinois","-89.144388 38.473878 -88.695165 38.826299"
217123,"US","17123","Marshall","US","Illinois","-89.638727 40.921203 -89.047059 41.1487"
217125,"US","17125","Mason","US","Illinois","-90.354524 40.050926 -89.601011 40.435995"
217127,"US","17127","Massac","US","Illinois","-88.928898 37.06535 -88.4901 37.337081"
217129,"US","17129","Menard","US","Illinois","-89.995113 39.901531 -89.578289 40.160726"
217131,"US","17131","Mercer","US","Illinois","-91.114186 41.063645 -90.433737 41.333361"
217133,"US","17133","Monroe","US","Illinois","-90.372734 38.086907 -89.896751 38.520728"
217135,"US","17135","Montgomery","US","Illinois","-89.703692 38.998979 -89.139464 39.524599"
217137,"US","17137","Morgan","US","Illinois","-90.599105 39.519945 -89.923955 39.87675"
217139,"US","17139","Moultrie","US","Illinois","-88.812709 39.447041 -88.470505 39.792273"
217141,"US","17141","Ogle","US","Illinois","-89.688486 41.885463 -88.938935 42.204241"
217143,"US","17143","Peoria","US","Illinois","-89.989018 40.513127 -89.447693 40.975055"
217145,"US","17145","Perry","US","Illinois","-89.595079 37.950186 -89.115253 38.219271"
217147,"US","17147","Piatt","US","Illinois","-88.745967 39.79182 -88.460418 40.281935"
217149,"US","17149","Pike","US","Illinois","-91.370102 39.395416 -90.565737 39.844927"
217151,"US","17151","Pope","US","Illinois","-88.710753 37.06725 -88.412659 37.600171"
217153,"US","17153","Pulaski","US","Illinois","-89.273631 37.06831 -88.92789 37.335329"
217155,"US","17155","Putnam","US","Illinois","-89.466473 41.103766 -89.162237 41.322531"
217157,"US","17157","Randolph","US","Illinois","-90.205205 37.803152 -89.592395 38.223246"
217159,"US","17159","Richland","US","Illinois","-88.297536 38.569033 -87.90811 38.850247"
217161,"US","17161","Rock Island","US","Illinois","-91.07207 41.326781 -90.159878 41.782964"
217163,"US","17163","St. Clair","US","Illinois","-90.264123 38.219404 -89.703253 38.66028"
217165,"US","17165","Saline","US","Illinois","-88.708638 37.598991 -88.373465 37.90775"
217167,"US","17167","Sangamon","US","Illinois","-89.994514 39.522104 -89.217437 39.976736"
217169,"US","17169","Schuyler","US","Illinois","-90.913471 39.97883 -90.199635 40.284394"
217171,"US","17171","Scott","US","Illinois","-90.646112 39.520269 -90.300666 39.790096"
217173,"US","17173","Shelby","US","Illinois","-89.139919 39.214915 -88.470351 39.654292"
217175,"US","17175","Stark","US","Illinois","-89.985494 40.973707 -89.638456 41.234479"
217177,"US","17177","Stephenson","US","Illinois","-89.926509 42.196651 -89.396192 42.505818"
217179,"US","17179","Tazewell","US","Illinois","-89.92468 40.319212 -89.26374 40.748257"
217181,"US","17181","Union","US","Illinois","-89.521979 37.329717 -89.0414 37.600279"
217183,"US","17183","Vermilion","US","Illinois","-87.942103 39.868459 -87.526366 40.491237"
217185,"US","17185","Wabash","US","Illinois","-87.992328 38.236297 -87.645118 38.57023"
217187,"US","17187","Warren","US","Illinois","-90.789653 40.627638 -90.439423 41.068843"
217189,"US","17189","Washington","US","Illinois","-89.70425 38.212895 -89.143866 38.518861"
217191,"US","17191","Wayne","US","Illinois","-88.702405 38.255301 -88.147752 38.607309"
217193,"US","17193","White","US","Illinois","-88.374644 37.888051 -87.910623 38.259894"
217195,"US","17195","Whiteside","US","Illinois","-90.247917 41.583654 -89.628907 41.931298"
217197,"US","17197","Will","US","Illinois","-88.261275 41.201566 -87.525591 41.728894"
217199,"US","17199","Williamson","US","Illinois","-89.153617 37.596222 -88.706741 37.863601"
217201,"US","17201","Winnebago","US","Illinois","-89.401423 42.150266 -88.939732 42.500563"
217203,"US","17203","Woodford","US","Illinois","-89.563894 40.594318 -88.929331 40.92774"
218001,"US","18001","Adams","US","Indiana","-85.073861 40.56824 -84.802093 40.922568"
218003,"US","18003","Allen","US","Indiana","-85.338552 40.916431 -84.802922 41.271273"
218005,"US","18005","Bartholomew","US","Indiana","-86.085601 39.035896 -85.684515 39.350258"
218007,"US","18007","Benton","US","Indiana","-87.526589 40.475615 -87.093559 40.73696"
218009,"US","18009","Blackford","US","Indiana","-85.447014 40.378222 -85.200618 40.567329"
218011,"US","18011","Boone","US","Indiana","-86.69586 39.922629 -86.240736 40.180778"
218013,"US","18013","Brown","US","Indiana","-86.381395 39.048357 -86.07903 39.344189"
218015,"US","18015","Carroll","US","Indiana","-86.77423 40.430965 -86.373439 40.737589"
218017,"US","18017","Cass","US","Indiana","-86.581739 40.561331 -86.165024 40.910925"
218019,"US","18019","Clark","US","Indiana","-85.994681 38.26717 -85.415022 38.606741"
218021,"US","18021","Clay","US","Indiana","-87.240745 39.167965 -86.939981 39.607137"
218023,"US","18023","Clinton","US","Indiana","-86.695804 40.176942 -86.242288 40.432156"
218025,"US","18025","Crawford","US","Indiana","-86.681424 38.104329 -86.245521 38.422963"
218027,"US","18027","Daviess","US","Indiana","-87.279415 38.49037 -86.904123 38.904204"
218029,"US","18029","Dearborn","US","Indiana","-85.132508 38.935351 -84.819277 39.307232"
218031,"US","18031","Decatur","US","Indiana","-85.687296 39.130844 -85.296086 39.453378"
218033,"US","18033","DeKalb","US","Indiana","-85.194084 41.264209 -84.803588 41.530252"
218035,"US","18035","Delaware","US","Indiana","-85.578919 40.076362 -85.214386 40.379524"
218037,"US","18037","Dubois","US","Indiana","-87.073276 38.202919 -86.678992 38.526468"
218039,"US","18039","Elkhart","US","Indiana","-86.062575 41.434909 -85.653461 41.760513"
218041,"US","18041","Fayette","US","Indiana","-85.301584 39.525451 -85.034556 39.788587"
218043,"US","18043","Floyd","US","Indiana","-86.033204 38.180416 -85.761024 38.419079"
218045,"US","18045","Fountain","US","Indiana","-87.440263 39.952452 -87.090008 40.366671"
218047,"US","18047","Franklin","US","Indiana","-85.298623 39.268291 -84.815353 39.526863"
218049,"US","18049","Fulton","US","Indiana","-86.468509 40.909064 -85.945324 41.172868"
218051,"US","18051","Gibson","US","Indiana","-87.988164 38.16538 -87.315701 38.532929"
218053,"US","18053","Grant","US","Indiana","-85.864813 40.378367 -85.44433 40.653667"
218055,"US","18055","Greene","US","Indiana","-87.24109 38.902434 -86.682093 39.171773"
218057,"US","18057","Hamilton","US","Indiana","-86.242743 39.926046 -85.861856 40.218937"
218059,"US","18059","Hancock","US","Indiana","-85.954013 39.697136 -85.576192 39.945864"
218061,"US","18061","Harrison","US","Indiana","-86.3296 37.958123 -85.899613 38.422685"
218063,"US","18063","Hendricks","US","Indiana","-86.695334 39.60075 -86.325373 39.924169"
218065,"US","18065","Henry","US","Indiana","-85.596945 39.786519 -85.20031 40.077143"
218067,"US","18067","Howard","US","Indiana","-86.375762 40.373635 -85.862117 40.565525"
218069,"US","18069","Huntington","US","Indiana","-85.643841 40.653129 -85.334646 41.005251"
218071,"US","18071","Jackson","US","Indiana","-86.318133 38.725026 -85.795233 39.070888"
218073,"US","18073","Jasper","US","Indiana","-87.276554 40.736541 -86.929646 41.286365"
218075,"US","18075","Jay","US","Indiana","-85.220028 40.306706 -84.802477 40.572213"
218077,"US","18077","Jefferson","US","Indiana","-85.684078 38.586011 -85.20145 38.914004"
218079,"US","18079","Jennings","US","Indiana","-85.799834 38.806986 -85.439905 39.195617"
218081,"US","18081","Johnson","US","Indiana","-86.251684 39.341672 -85.950777 39.638345"
218083,"US","18083","Knox","US","Indiana","-87.756825 38.414387 -87.090694 38.907874"
218085,"US","18085","Kosciusko","US","Indiana","-86.077551 41.041878 -85.651193 41.436856"
218087,"US","18087","LaGrange","US","Indiana","-85.659809 41.523347 -85.193854 41.759947"
218089,"US","18089","Lake","US","Indiana","-87.526757 41.162186 -87.218812 41.710112"
218091,"US","18091","LaPorte","US","Indiana","-86.932721 41.236798 -86.486263 41.760354"
218093,"US","18093","Lawrence","US","Indiana","-86.684058 38.686561 -86.275281 38.992404"
218095,"US","18095","Madison","US","Indiana","-85.863578 39.943618 -85.575541 40.379799"
218097,"US","18097","Marion","US","Indiana","-86.328121 39.632177 -85.937379 39.927392"
218099,"US","18099","Marshall","US","Indiana","-86.467108 41.171426 -86.054047 41.479385"
218101,"US","18101","Martin","US","Indiana","-86.92436 38.494785 -86.682353 38.904697"
218103,"US","18103","Miami","US","Indiana","-86.169144 40.562649 -85.863641 40.999195"
218105,"US","18105","Monroe","US","Indiana","-86.685758 38.990699 -86.31738 39.355702"
218107,"US","18107","Montgomery","US","Indiana","-87.092563 39.864832 -86.695018 40.215048"
218109,"US","18109","Morgan","US","Indiana","-86.687589 39.338291 -86.249746 39.633645"
218111,"US","18111","Newton","US","Indiana","-87.526696 40.73651 -87.267241 41.218595"
218113,"US","18113","Noble","US","Indiana","-85.654747 41.26381 -85.192094 41.526623"
218115,"US","18115","Ohio","US","Indiana","-85.140312 38.900838 -84.829855 39.031189"
218117,"US","18117","Orange","US","Indiana","-86.683117 38.394069 -86.307725 38.688655"
218119,"US","18119","Owen","US","Indiana","-87.054921 39.165708 -86.630719 39.473345"
218121,"US","18121","Parke","US","Indiana","-87.434162 39.604787 -87.009477 39.953379"
218123,"US","18123","Perry","US","Indiana","-86.814652 37.841424 -86.430232 38.266328"
218125,"US","18125","Pike","US","Indiana","-87.463008 38.23094 -87.072165 38.552238"
218127,"US","18127","Porter","US","Indiana","-87.22265 41.219643 -86.929353 41.709587"
218129,"US","18129","Posey","US","Indiana","-88.097892 37.771672 -87.688195 38.230354"
218131,"US","18131","Pulaski","US","Indiana","-86.931018 40.909712 -86.467046 41.172318"
218133,"US","18133","Putnam","US","Indiana","-87.014727 39.470061 -86.64164 39.866705"
218135,"US","18135","Randolph","US","Indiana","-85.218758 40.004142 -84.803672 40.310098"
218137,"US","18137","Ripley","US","Indiana","-85.444897 38.912992 -85.0651 39.310469"
218139,"US","18139","Rush","US","Indiana","-85.633491 39.452316 -85.297575 39.787579"
218141,"US","18141","St. Joseph","US","Indiana","-86.526682 41.432792 -86.05944 41.760697"
218143,"US","18143","Scott","US","Indiana","-85.888399 38.561269 -85.56998 38.831812"
218145,"US","18145","Shelby","US","Indiana","-85.95322 39.347373 -85.62907 39.699068"
218147,"US","18147","Spencer","US","Indiana","-87.268995 37.782309 -86.764974 38.20513"
218149,"US","18149","Starke","US","Indiana","-86.93017 41.171331 -86.466271 41.433024"
218151,"US","18151","Steuben","US","Indiana","-85.196774 41.526437 -84.804687 41.760171"
218153,"US","18153","Sullivan","US","Indiana","-87.658745 38.901591 -87.240371 39.259463"
218155,"US","18155","Switzerland","US","Indiana","-85.203606 38.687547 -84.784535 38.929578"
218157,"US","18157","Tippecanoe","US","Indiana","-87.095357 40.214365 -86.694597 40.562959"
218159,"US","18159","Tipton","US","Indiana","-86.243034 40.215834 -85.860242 40.406889"
218161,"US","18161","Union","US","Indiana","-85.036328 39.52195 -84.814344 39.729263"
218163,"US","18163","Vanderburgh","US","Indiana","-87.700786 37.826038 -87.449411 38.168419"
218165,"US","18165","Vermillion","US","Indiana","-87.53327 39.60729 -87.353863 40.148422"
218167,"US","18167","Vigo","US","Indiana","-87.621176 39.258969 -87.199012 39.608259"
218169,"US","18169","Wabash","US","Indiana","-85.946436 40.650991 -85.638587 41.046716"
218171,"US","18171","Warren","US","Indiana","-87.531449 40.127322 -87.091828 40.476887"
218173,"US","18173","Warrick","US","Indiana","-87.473217 37.878026 -87.017423 38.246123"
218175,"US","18175","Washington","US","Indiana","-86.310076 38.417897 -85.847588 38.783588"
218177,"US","18177","Wayne","US","Indiana","-85.221136 39.714764 -84.810825 40.006357"
218179,"US","18179","Wells","US","Indiana","-85.448993 40.566832 -85.068479 40.917823"
218181,"US","18181","White","US","Indiana","-87.099883 40.561327 -86.580347 40.9125"
218183,"US","18183","Whitley","US","Indiana","-85.686574 41.001909 -85.307781 41.295373"
219001,"US","19001","Adair","US","Iowa","-94.700723 41.157134 -94.241288 41.504153"
219003,"US","19003","Adams","US","Iowa","-94.928604 40.899331 -94.470435 41.158508"
219005,"US","19005","Allamakee","US","Iowa","-91.611023 43.080247 -91.05791 43.501015"
219007,"US","19007","Appanoose","US","Iowa","-93.097944 40.584014 -92.637817 40.898886"
219009,"US","19009","Audubon","US","Iowa","-95.093354 41.504124 -94.7006 41.863374"
219011,"US","19011","Benton","US","Iowa","-92.299329 41.861562 -91.831089 42.299063"
219013,"US","19013","Black Hawk","US","Iowa","-92.554655 42.297001 -92.064096 42.642373"
219015,"US","19015","Boone","US","Iowa","-94.164911 41.863067 -93.698017 42.21004"
219017,"US","19017","Bremer","US","Iowa","-92.554799 42.641952 -92.081401 42.907271"
219019,"US","19019","Buchanan","US","Iowa","-92.08243 42.296408 -91.596981 42.643973"
219021,"US","19021","Buena Vista","US","Iowa","-95.388253 42.560309 -94.913828 42.910139"
219023,"US","19023","Butler","US","Iowa","-93.027 42.555782 -92.554141 42.907549"
219025,"US","19025","Calhoun","US","Iowa","-94.91467 42.209016 -94.397092 42.560309"
219027,"US","19027","Carroll","US","Iowa","-95.093084 41.862309 -94.628724 42.210415"
219029,"US","19029","Cass","US","Iowa","-95.155851 41.157903 -94.700073 41.505239"
219031,"US","19031","Cedar","US","Iowa","-91.366542 41.597133 -90.898072 41.94741"
219033,"US","19033","Cerro Gordo","US","Iowa","-93.498617 42.907495 -93.022968 43.255707"
219035,"US","19035","Cherokee","US","Iowa","-95.86081 42.560583 -95.387485 42.910311"
219037,"US","19037","Chickasaw","US","Iowa","-92.554464 42.906732 -92.080974 43.213707"
219039,"US","19039","Clarke","US","Iowa","-94.014891 40.89667 -93.556529 41.162142"
219041,"US","19041","Clay","US","Iowa","-95.388757 42.909676 -94.913444 43.255613"
219043,"US","19043","Clayton","US","Iowa","-91.608423 42.643973 -90.896951 43.081715"
219045,"US","19045","Clinton","US","Iowa","-90.898941 41.727691 -90.140061 42.033596"
219047,"US","19047","Crawford","US","Iowa","-95.672771 41.863146 -95.090851 42.211408"
219049,"US","19049","Dallas","US","Iowa","-94.280792 41.503093 -93.790463 41.863442"
219051,"US","19051","Davis","US","Iowa","-92.639156 40.590853 -92.178107 40.89972"
219053,"US","19053","Decatur","US","Iowa","-94.015492 40.573914 -93.556186 40.899369"
219055,"US","19055","Delaware","US","Iowa","-91.609051 42.295744 -91.130079 42.645844"
219057,"US","19057","Des Moines","US","Iowa","-91.409453 40.696301 -90.942253 41.074173"
219059,"US","19059","Dickinson","US","Iowa","-95.38809 43.255054 -94.913723 43.501196"
219061,"US","19061","Dubuque","US","Iowa","-91.134439 42.294634 -90.473798 42.675082"
219063,"US","19063","Emmet","US","Iowa","-94.914843 43.255005 -94.442292 43.501052"
219065,"US","19065","Fayette","US","Iowa","-92.081884 42.641827 -91.605278 43.082794"
219067,"US","19067","Floyd","US","Iowa","-93.025149 42.907059 -92.553989 43.212976"
219069,"US","19069","Franklin","US","Iowa","-93.499593 42.556702 -93.025144 42.908512"
219071,"US","19071","Fremont","US","Iowa","-95.888907 40.580503 -95.37061 40.901746"
219073,"US","19073","Greene","US","Iowa","-94.629636 41.862763 -94.164138 42.20992"
219075,"US","19075","Grundy","US","Iowa","-93.027115 42.209267 -92.53351 42.55681"
219077,"US","19077","Guthrie","US","Iowa","-94.744876 41.50357 -94.241356 41.863308"
219079,"US","19079","Hamilton","US","Iowa","-93.971617 42.209143 -93.462635 42.558139"
219081,"US","19081","Hancock","US","Iowa","-93.971481 42.907762 -93.497507 43.255627"
219083,"US","19083","Hardin","US","Iowa","-93.499579 42.208697 -93.001674 42.5577"
219085,"US","19085","Harrison","US","Iowa","-96.139012 41.505968 -95.497793 41.866308"
219087,"US","19087","Henry","US","Iowa","-91.718791 40.812586 -91.370295 41.163564"
219089,"US","19089","Howard","US","Iowa","-92.554553 43.212688 -92.079635 43.50082"
219091,"US","19091","Humboldt","US","Iowa","-94.443166 42.644327 -93.971238 42.90833"
219093,"US","19093","Ida","US","Iowa","-95.741843 42.210701 -95.322338 42.561891"
219095,"US","19095","Iowa","US","Iowa","-92.300125 41.509786 -91.82706 41.863057"
219097,"US","19097","Jackson","US","Iowa","-90.898654 42.032709 -90.154221 42.382308"
219099,"US","19099","Jasper","US","Iowa","-93.348681 41.507824 -92.756508 41.863105"
219101,"US","19101","Jefferson","US","Iowa","-92.179992 40.89972 -91.716042 41.163807"
219103,"US","19103","Johnson","US","Iowa","-91.834185 41.423178 -91.365897 41.862035"
219105,"US","19105","Jones","US","Iowa","-91.365877 41.946217 -90.898014 42.296455"
219107,"US","19107","Keokuk","US","Iowa","-92.412096 41.16192 -91.944641 41.510795"
219109,"US","19109","Kossuth","US","Iowa","-94.443289 42.907762 -93.970201 43.500468"
219111,"US","19111","Lee","US","Iowa","-91.718795 40.37544 -91.112467 40.813907"
219113,"US","19113","Linn","US","Iowa","-91.835262 41.859594 -91.363263 42.299063"
219115,"US","19115","Louisa","US","Iowa","-91.486004 41.07271 -90.94626 41.424226"
219117,"US","19117","Lucas","US","Iowa","-93.557586 40.897581 -93.097595 41.161311"
219119,"US","19119","Lyon","US","Iowa","-96.603056 43.257264 -95.86041 43.500515"
219121,"US","19121","Madison","US","Iowa","-94.241718 41.156535 -93.789196 41.511916"
219123,"US","19123","Mahaska","US","Iowa","-92.871473 41.161048 -92.41007 41.509551"
219125,"US","19125","Marion","US","Iowa","-93.328614 41.160659 -92.869771 41.508522"
219127,"US","19127","Marshall","US","Iowa","-93.231972 41.862267 -92.765653 42.21014"
219129,"US","19129","Mills","US","Iowa","-95.883346 40.901045 -95.38417 41.160341"
219131,"US","19131","Mitchell","US","Iowa","-93.024509 43.212473 -92.553128 43.500284"
219133,"US","19133","Monona","US","Iowa","-96.35987 41.863147 -95.670571 42.215002"
219135,"US","19135","Monroe","US","Iowa","-93.099217 40.898222 -92.639091 41.161424"
219137,"US","19137","Montgomery","US","Iowa","-95.384964 40.900624 -94.927464 41.160026"
219139,"US","19139","Muscatine","US","Iowa","-91.369332 41.333599 -90.783664 41.598373"
219141,"US","19141","O'Brien","US","Iowa","-95.862431 42.909097 -95.387745 43.258479"
219143,"US","19143","Osceola","US","Iowa","-95.861914 43.255221 -95.387419 43.500647"
219145,"US","19145","Page","US","Iowa","-95.385483 40.575068 -94.913124 40.90155"
