"gid","iso_a2","code","name","level_0","level_1","bbox"
201001,"US","01001","Autauga","US","Alabama","-86.921237 32.307574 -86.411172 32.708213"
201003,"US","01003","Baldwin","US","Alabama","-88.032176 30.219643 -87.391032 31.319017"
201005,"US","01005","Barbour","US","Alabama","-85.748433 31.617565 -85.048825 32.148251"
201007,"US","01007","Bibb","US","Alabama","-87.421989 32.831522 -86.876023 33.246926"
201009,"US","01009","Blount","US","Alabama","-86.963358 33.765171 -86.303516 34.260483"
201011,"US","01011","Bullock","US","Alabama","-85.999258 31.880275 -85.410042 32.305289"
201013,"US","01013","Butler","US","Alabama","-86.908939 31.523673 -86.438341 31.964629"
201015,"US","01015","Calhoun","US","Alabama","-86.146225 33.55593 -85.529432 33.96846"
201017,"US","01017","Chambers","US","Alabama","-85.593653 32.72853 -85.122189 33.109038"
201019,"US","01019","Cherokee","US","Alabama","-85.843875 33.941423 -85.398837 34.526271"
201021,"US","01021","Chilton","US","Alabama","-87.019157 32.660117 -86.371118 33.07188"
201023,"US","01023","Choctaw","US","Alabama","-88.473227 31.697929 -87.92825 32.310574"
201025,"US","01025","Clarke","US","Alabama","-88.180821 31.185486 -87.50093 31.991355"
201027,"US","01027","Clay","US","Alabama","-86.17437 33.09026 -85.641129 33.498904"
201029,"US","01029","Cleburne","US","Alabama","-85.887782 33.469226 -85.304439 33.964204"
201031,"US","01031","Coffee","US","Alabama","-86.196365 31.182023 -85.789139 31.619311"
201033,"US","01033","Colbert","US","Alabama","-88.139988 34.56623 -87.415888 34.906694"
201035,"US","01035","Conecuh","US","Alabama","-87.427516 31.181133 -86.662082 31.753035"
201037,"US","01037","Coosa","US","Alabama","-86.522283 32.753434 -85.999748 33.104702"
201039,"US","01039","Covington","US","Alabama","-86.702791 30.993258 -86.186876 31.528604"
201041,"US","01041","Crenshaw","US","Alabama","-86.503948 31.440072 -86.14395 32.05171"
201043,"US","01043","Cullman","US","Alabama","-87.151036 33.857954 -86.451111 34.313799"
201045,"US","01045","Dale","US","Alabama","-85.791581 31.195173 -85.415334 31.620566"
201047,"US","01047","Dallas","US","Alabama","-87.47308 32.047202 -86.806867 32.729532"
201049,"US","01049","DeKalb","US","Alabama","-86.118911 34.199262 -85.513612 34.860371"
201051,"US","01051","Elmore","US","Alabama","-86.413335 32.406036 -85.852625 32.769225"
201053,"US","01053","Escambia","US","Alabama","-87.616074 30.994487 -86.688063 31.261997"
201055,"US","01055","Etowah","US","Alabama","-86.370152 33.841598 -85.737137 34.200756"
201057,"US","01057","Fayette","US","Alabama","-87.952072 33.519568 -87.423701 33.919931"
201059,"US","01059","Franklin","US","Alabama","-88.173632 34.304598 -87.529667 34.581703"
201061,"US","01061","Geneva","US","Alabama","-86.193476 30.992859 -85.485288 31.199886"
201063,"US","01063","Greene","US","Alabama","-88.207497 32.517727 -87.706271 33.153657"
201065,"US","01065","Hale","US","Alabama","-87.870502 32.48068 -87.420132 33.006824"
201067,"US","01067","Henry","US","Alabama","-85.418035 31.307675 -85.041305 31.774364"
201069,"US","01069","Houston","US","Alabama","-85.712436 30.997064 -84.999428 31.314973"
201071,"US","01071","Jackson","US","Alabama","-86.359034 34.464473 -85.583145 34.991098"
201073,"US","01073","Jefferson","US","Alabama","-87.341698 33.245995 -86.516662 33.843237"
201075,"US","01075","Lamar","US","Alabama","-88.274619 33.523987 -87.946305 34.058333"
201077,"US","01077","Lauderdale","US","Alabama","-88.202959 34.731901 -87.210759 35.008028"
201079,"US","01079","Lawrence","US","Alabama","-87.531024 34.299096 -87.105073 34.804992"
201081,"US","01081","Lee","US","Alabama","-85.696955 32.40984 -85.00102 32.74653"
201083,"US","01083","Limestone","US","Alabama","-87.278636 34.55079 -86.783582 34.999024"
201085,"US","01085","Lowndes","US","Alabama","-86.908597 31.961601 -86.396357 32.406682"
201087,"US","01087","Macon","US","Alabama","-86.023164 32.231975 -85.433543 32.595933"
201089,"US","01089","Madison","US","Alabama","-86.790056 34.475633 -86.255771 34.992339"
201091,"US","01091","Marengo","US","Alabama","-88.118344 31.989832 -87.472206 32.547268"
201093,"US","01093","Marion","US","Alabama","-88.207229 33.914723 -87.634324 34.321054"
201095,"US","01095","Marshall","US","Alabama","-86.581936 34.099073 -86.057712 34.600143"
201097,"US","01097","Mobile","US","Alabama","-88.432007 30.227222 -87.923944 31.173306"
201099,"US","01099","Monroe","US","Alabama","-87.784796 31.227268 -86.905899 31.831795"
201101,"US","01101","Montgomery","US","Alabama","-86.498531 31.965065 -85.918577 32.50169"
201103,"US","01103","Morgan","US","Alabama","-87.110199 34.304694 -86.54975 34.686037"
201105,"US","01105","Perry","US","Alabama","-87.525682 32.307279 -87.017653 32.875129"
201107,"US","01107","Pickens","US","Alabama","-88.340432 32.991199 -87.836596 33.534008"
201109,"US","01109","Pike","US","Alabama","-86.199408 31.616414 -85.657668 32.06189"
201111,"US","01111","Randolph","US","Alabama","-85.653949 33.106634 -85.232378 33.501378"
201113,"US","01113","Russell","US","Alabama","-85.434747 32.061708 -84.888246 32.510157"
201115,"US","01115","St. Clair","US","Alabama","-86.577799 33.390983 -86.043865 33.989402"
201117,"US","01117","Shelby","US","Alabama","-87.026846 33.018664 -86.340937 33.546156"
201119,"US","01119","Sumter","US","Alabama","-88.421453 32.307437 -87.840858 32.99586"
201121,"US","01121","Talladega","US","Alabama","-86.50359 33.102944 -85.794559 33.699495"
201123,"US","01123","Tallapoosa","US","Alabama","-86.013897 32.49297 -85.592989 33.10734"
201125,"US","01125","Tuscaloosa","US","Alabama","-87.840711 33.003379 -87.065738 33.609833"
201127,"US","01127","Walker","US","Alabama","-87.636119 33.512929 -86.953616 34.005305"
201129,"US","01129","Washington","US","Alabama","-88.46443 31.114064 -87.887267 31.699303"
201131,"US","01131","Wilcox","US","Alabama","-87.667945 31.827123 -86.856576 32.269036"
201133,"US","01133","Winston","US","Alabama","-87.636573 33.984882 -87.109911 34.306997"
202013,"US","02013","Aleutians East","US","Alaska","-166.115112 54.033749 -158.893471 56.881325"
202016,"US","02016","Aleutians West","US","Alaska","-179.148537 51.21442 179.775803 57.251221"
202020,"US","02020","Anchorage","US","Alaska","-150.079791 60.732977 -148.462396 61.484033"
202050,"US","02050","Bethel","US","Alaska","-173.074249 58.548617 -153.001521 62.292644"
202060,"US","02060","Bristol Bay","US","Alaska","-157.999959 58.616666 -156.313889 58.885837"
202063,"US","02063","Chugach","US","Alaska","-148.745865 59.402837 -141.962708 61.426276"
202066,"US","02066","Copper River","US","Alaska","-147.7443 60.391676 -141.002841 63.217781"
202068,"US","02068","Denali","US","Alaska","-152.999609 62.725831 -146.999886 64.358214"
202070,"US","02070","Dillingham","US","Alaska","-161.365049 58.390532 -156.000086 60.992847"
202090,"US","02090","Fairbanks North Star","US","Alaska","-148.663265 64.257176 -143.88408 65.453523"
202100,"US","02100","Haines","US","Alaska","-136.495486 58.208422 -134.326472 59.729371"
202105,"US","02105","Hoonah-Angoon","US","Alaska","-137.951083 57.015388 -132.649796 59.41062"
202110,"US","02110","Juneau","US","Alaska","-135.178897 57.791671 -133.173772 58.973945"
202122,"US","02122","Kenai Peninsula","US","Alaska","-154.748861 58.65274 -148.563026 61.426239"
202130,"US","02130","Ketchikan Gateway","US","Alaska","-132.205508 54.761809 -130.00307 56.404485"
202150,"US","02150","Kodiak Island","US","Alaska","-156.751389 55.756333 -151.787589 58.96281"
202158,"US","02158","Kusilvak","US","Alaska","-166.194674 60.919478 -160.18666 63.273421"
202164,"US","02164","Lake and Peninsula","US","Alaska","-159.900149 55.638443 -153.397261 60.906236"
202170,"US","02170","Matanuska-Susitna","US","Alaska","-153.001881 61.190669 -146.423984 63.477653"
202180,"US","02180","Nome","US","Alaska","-171.854279 62.937054 -159.377365 66.581309"
202185,"US","02185","North Slope","US","Alaska","-166.850039 67.999952 -141.001993 71.387614"
202188,"US","02188","Northwest Arctic","US","Alaska","-165.393031 65.437152 -154.146221 68.294564"
202195,"US","02195","Petersburg","US","Alaska","-133.682208 56.447861 -132.046217 57.824726"
202198,"US","02198","Prince of Wales-Hyder","US","Alaska","-134.666604 54.664571 -130.004696 57.098721"
202220,"US","02220","Sitka","US","Alaska","-136.424255 56.160389 -134.614136 58.001343"
202230,"US","02230","Skagway","US","Alaska","-135.716702 59.34636 -134.990951 59.796852"
202240,"US","02240","Southeast Fairbanks","US","Alaska","-147.000037 61.904047 -141.002502 65.839419"
202275,"US","02275","Wrangell","US","Alaska","-133.072586 55.633833 -130.997899 56.903305"
202282,"US","02282","Yakutat","US","Alaska","-143.893326 58.807228 -137.501187 60.521899"
202290,"US","02290","Yukon-Koyukuk","US","Alaska","-161.048176 61.945933 -141.002486 68.500021"
204001,"US","04001","Apache","US","Arizona","-110.000705 33.475417 -109.045172 36.999389"
204003,"US","04003","Cochise","US","Arizona","-110.460916 31.332348 -109.047918 32.42765"
204005,"US","04005","Coconino","US","Arizona","-113.354176 34.258411 -110.750671 37.003102"
204007,"US","04007","Gila","US","Arizona","-111.720728 32.983673 -110.00058 34.499312"
204009,"US","04009","Graham","US","Arizona","-110.458136 32.424755 -109.11418 33.652751"
204011,"US","04011","Greenlee","US","Arizona","-109.495829 32.42635 -109.046701 33.778123"
204012,"US","04012","La Paz","US","Arizona","-114.731223 33.025384 -113.333078 34.319126"
204013,"US","04013","Maricopa","US","Arizona","-113.335075 32.505059 -111.039905 34.04817"
204015,"US","04015","Mohave","US","Arizona","-114.754681 34.209626 -112.529225 37.000821"
204017,"US","04017","Navajo","US","Arizona","-110.75071 33.567175 -109.826711 37.003725"
204019,"US","04019","Pima","US","Arizona","-113.334105 31.426061 -110.447644 32.514188"
204021,"US","04021","Pinal","US","Arizona","-112.203624 32.501332 -110.448461 33.466019"
204023,"US","04023","Santa Cruz","US","Arizona","-111.366922 31.332341 -110.452224 31.731702"
204025,"US","04025","Yavapai","US","Arizona","-113.334359 33.882469 -111.46054 35.531194"
204027,"US","04027","Yuma","US","Arizona","-114.8163 32.038927 -113.333212 33.464507"
205001,"US","05001","Arkansas","US","Arkansas","-91.711675 33.921202 -91.052124 34.56805"
205003,"US","05003","Ashley","US","Arkansas","-92.14366 33.006189 -91.457334 33.398325"
205005,"US","05005","Baxter","US","Arkansas","-92.59522 35.974007 -92.150285 36.498762"
205007,"US","05007","Benton","US","Arkansas","-94.617859 36.099396 -93.814879 36.499749"
205009,"US","05009","Boone","US","Arkansas","-93.3023 36.114245 -92.854008 36.498434"
205011,"US","05011","Bradley","US","Arkansas","-92.38246 33.161144 -91.959701 33.707745"
205013,"US","05013","Calhoun","US","Arkansas","-92.776732 33.269468 -92.311048 33.802299"
205015,"US","05015","Carroll","US","Arkansas","-93.890446 36.12155 -93.292888 36.499315"
205017,"US","05017","Chicot","US","Arkansas","-91.460516 33.004282 -91.043604 33.563675"
205019,"US","05019","Clark","US","Arkansas","-93.502208 33.769789 -92.87632 34.340839"
205021,"US","05021","Clay","US","Arkansas","-90.806676 36.200528 -90.062779 36.498647"
205023,"US","05023","Cleburne","US","Arkansas","-92.252843 35.358384 -91.789645 35.71219"
205025,"US","05025","Cleveland","US","Arkansas","-92.475646 33.704194 -91.953024 34.064163"
205027,"US","05027","Columbia","US","Arkansas","-93.490558 33.017316 -92.978483 33.455081"
205029,"US","05029","Conway","US","Arkansas","-93.040829 35.071862 -92.479557 35.462959"
205031,"US","05031","Craighead","US","Arkansas","-91.037012 35.69991 -90.286707 35.996411"
205033,"US","05033","Crawford","US","Arkansas","-94.493137 35.342708 -93.892252 35.764757"
205035,"US","05035","Crittenden","US","Arkansas","-90.506526 34.826559 -90.063999 35.441647"
205037,"US","05037","Cross","US","Arkansas","-91.042566 35.143286 -90.502215 35.449773"
205039,"US","05039","Dallas","US","Arkansas","-92.961217 33.795065 -92.334249 34.155699"
205041,"US","05041","Desha","US","Arkansas","-91.557656 33.51719 -90.871067 34.119442"
205043,"US","05043","Drew","US","Arkansas","-92.015217 33.38896 -91.450284 33.792246"
205045,"US","05045","Faulkner","US","Arkansas","-92.599252 34.842962 -92.111535 35.368422"
205047,"US","05047","Franklin","US","Arkansas","-94.08222 35.199466 -93.695856 35.774298"
205049,"US","05049","Fulton","US","Arkansas","-92.159196 36.249961 -91.450019 36.49957"
205051,"US","05051","Garland","US","Arkansas","-93.407203 34.389172 -92.791498 34.773402"
205053,"US","05053","Grant","US","Arkansas","-92.678382 34.059477 -92.208042 34.495707"
205055,"US","05055","Greene","US","Arkansas","-90.860168 35.964691 -90.190186 36.26805"
205057,"US","05057","Hempstead","US","Arkansas","-93.969675 33.476172 -93.456452 34.008899"
205059,"US","05059","Hot Spring","US","Arkansas","-93.40818 34.149645 -92.668654 34.506132"
205061,"US","05061","Howard","US","Arkansas","-94.256261 33.748236 -93.820722 34.355792"
205063,"US","05063","Independence","US","Arkansas","-91.871023 35.526333 -91.19765 35.942849"
205065,"US","05065","Izard","US","Arkansas","-92.215231 35.867301 -91.674176 36.261221"
205067,"US","05067","Jackson","US","Arkansas","-91.584454 35.354255 -91.032562 35.890038"
205069,"US","05069","Jefferson","US","Arkansas","-92.233303 34.058586 -91.431497 34.492869"
205071,"US","05071","Johnson","US","Arkansas","-93.710043 35.326584 -93.164449 35.76862"
205073,"US","05073","Lafayette","US","Arkansas","-93.864266 33.01854 -93.365534 33.48203"
205075,"US","05075","Lawrence","US","Arkansas","-91.35752 35.880872 -90.747519 36.25788"
205077,"US","05077","Lee","US","Arkansas","-91.102542 34.627327 -90.407946 34.911981"
205079,"US","05079","Lincoln","US","Arkansas","-91.976442 33.783322 -91.421985 34.176234"
205081,"US","05081","Little River","US","Arkansas","-94.485905 33.534743 -93.824886 33.94529"
205083,"US","05083","Logan","US","Arkansas","-94.141787 35.019716 -93.278215 35.430098"
205085,"US","05085","Lonoke","US","Arkansas","-92.12154 34.481913 -91.632845 35.076319"
205087,"US","05087","Madison","US","Arkansas","-93.963054 35.759752 -93.44574 36.307404"
205089,"US","05089","Marion","US","Arkansas","-92.890725 36.062716 -92.407025 36.498526"
205091,"US","05091","Miller","US","Arkansas","-94.043316 33.019245 -93.664906 33.614"
205093,"US","05093","Mississippi","US","Arkansas","-90.289076 35.389277 -89.640997 36.00086"
205095,"US","05095","Monroe","US","Arkansas","-91.447888 34.336362 -91.000316 35.004289"
205097,"US","05097","Montgomery","US","Arkansas","-93.935435 34.339467 -93.393946 34.746605"
205099,"US","05099","Nevada","US","Arkansas","-93.483931 33.440487 -93.104405 33.960851"
205101,"US","05101","Newton","US","Arkansas","-93.526056 35.724635 -92.938469 36.125054"
205103,"US","05103","Ouachita","US","Arkansas","-93.118951 33.355819 -92.566284 33.822544"
205105,"US","05105","Perry","US","Arkansas","-93.305885 34.771892 -92.540601 35.115221"
205107,"US","05107","Phillips","US","Arkansas","-91.117918 34.118515 -90.539623 34.64572"
205109,"US","05109","Pike","US","Arkansas","-93.937009 33.942938 -93.370153 34.350235"
205111,"US","05111","Poinsett","US","Arkansas","-91.039251 35.438439 -90.286271 35.708419"
205113,"US","05113","Polk","US","Arkansas","-94.470331 34.190177 -93.929941 34.728945"
205115,"US","05115","Pope","US","Arkansas","-93.298903 35.117531 -92.809745 35.728873"
205117,"US","05117","Prairie","US","Arkansas","-91.803734 34.479537 -91.34384 35.091584"
205119,"US","05119","Pulaski","US","Arkansas","-92.755399 34.489539 -92.029507 35.014595"
205121,"US","05121","Randolph","US","Arkansas","-91.40724 36.114861 -90.748637 36.498834"
205123,"US","05123","St. Francis","US","Arkansas","-91.152498 34.867101 -90.400438 35.149117"
205125,"US","05125","Saline","US","Arkansas","-93.075278 34.410912 -92.244212 34.859127"
205127,"US","05127","Scott","US","Arkansas","-94.454436 34.66564 -93.704962 35.099847"
205129,"US","05129","Searcy","US","Arkansas","-92.951373 35.718371 -92.411502 36.115253"
205131,"US","05131","Sebastian","US","Arkansas","-94.447533 34.930706 -94.028872 35.45115"
205133,"US","05133","Sevier","US","Arkansas","-94.477397 33.751058 -93.958402 34.192552"
205135,"US","05135","Sharp","US","Arkansas","-91.710483 35.89066 -91.258485 36.497672"
205137,"US","05137","Stone","US","Arkansas","-92.418409 35.705019 -91.836121 36.133009"
205139,"US","05139","Union","US","Arkansas","-92.988775 33.00799 -92.06893 33.387893"
205141,"US","05141","Van Buren","US","Arkansas","-92.850951 35.36365 -92.2408 35.790823"
205143,"US","05143","Washington","US","Arkansas","-94.552172 35.750327 -93.88777 36.236103"
205145,"US","05145","White","US","Arkansas","-92.119748 35.020638 -91.345325 35.534311"
205147,"US","05147","Woodruff","US","Arkansas","-91.47896 34.91245 -91.039633 35.445779"
205149,"US","05149","Yell","US","Arkansas","-93.709992 34.743318 -92.900911 35.312436"
206001,"US","06001","Alameda","US","California","-122.343324 37.454186 -121.469214 37.905824"
206003,"US","06003","Alpine","US","California","-120.073331 38.32688 -119.542332 38.933324"
206005,"US","06005","Amador","US","California","-121.02771 38.217951 -120.072333 38.709029"
206007,"US","06007","Butte","US","California","-122.069431 39.295621 -121.076695 40.152024"
206009,"US","06009","Calaveras","US","California","-120.9955 37.831858 -120.019951 38.509869"
206011,"US","06011","Colusa","US","California","-122.78509 38.92384 -121.795318 39.414593"
206013,"US","06013","Contra Costa","US","California","-122.430896 37.718531 -121.534102 38.099878"
206015,"US","06015","Del Norte","US","California","-124.257144 41.380776 -123.517911 42.000787"
206017,"US","06017","El Dorado","US","California","-121.141595 38.502349 -119.877248 39.067489"
206019,"US","06019","Fresno","US","California","-120.918731 35.906914 -118.360586 37.585837"
206021,"US","06021","Glenn","US","California","-122.938413 39.382946 -121.856381 39.800561"
206023,"US","06023","Humboldt","US","California","-124.413836 40.001248 -123.40604 41.465846"
206025,"US","06025","Imperial","US","California","-116.106272 32.61848 -114.46289 33.433814"
206027,"US","06027","Inyo","US","California","-118.790031 35.786579 -115.648357 37.465238"
206029,"US","06029","Kern","US","California","-120.194369 34.788655 -117.616517 35.798392"
206031,"US","06031","Kings","US","California","-120.315068 35.78858 -119.474354 36.488962"
206033,"US","06033","Lake","US","California","-123.094216 38.667506 -122.340172 39.5814"
206035,"US","06035","Lassen","US","California","-121.332338 39.707658 -119.995598 41.184514"
206037,"US","06037","Los Angeles","US","California","-118.945318 32.799805 -117.646374 34.823302"
206039,"US","06039","Madera","US","California","-120.545536 36.763047 -119.022363 37.777986"
206041,"US","06041","Marin","US","California","-123.026309 37.815147 -122.440059 38.321227"
206043,"US","06043","Mariposa","US","California","-120.395441 37.183108 -119.307284 37.904122"
206045,"US","06045","Mendocino","US","California","-124.026953 38.758575 -122.821355 40.00214"
206047,"US","06047","Merced","US","California","-121.248647 36.740381 -120.052055 37.633364"
206049,"US","06049","Modoc","US","California","-121.457213 41.183484 -119.998287 41.997465"
206051,"US","06051","Mono","US","California","-119.651509 37.462588 -117.832726 38.713212"
206053,"US","06053","Monterey","US","California","-121.981593 35.788977 -120.213979 36.919683"
206055,"US","06055","Napa","US","California","-122.646421 38.154933 -122.061379 38.864245"
206057,"US","06057","Nevada","US","California","-121.279784 39.00516 -120.003773 39.52692"
206059,"US","06059","Orange","US","California","-118.117536 33.381643 -117.412987 33.947636"
206061,"US","06061","Placer","US","California","-121.484442 38.711395 -120.002461 39.316496"
206063,"US","06063","Plumas","US","California","-121.49788 39.597264 -120.099339 40.449715"
206065,"US","06065","Riverside","US","California","-117.676684 33.425888 -114.434949 34.079884"
206067,"US","06067","Sacramento","US","California","-121.862622 38.018421 -121.027084 38.736405"
206069,"US","06069","San Benito","US","California","-121.644001 36.196848 -120.596562 36.988944"
206071,"US","06071","San Bernardino","US","California","-117.802539 33.87089 -114.131211 35.809236"
206073,"US","06073","San Diego","US","California","-117.597318 32.534314 -116.08094 33.505025"
206075,"US","06075","San Francisco","US","California","-122.53264 37.708066 -122.326673 37.833637"
206077,"US","06077","San Joaquin","US","California","-121.585078 37.481783 -120.917007 38.300252"
206079,"US","06079","San Luis Obispo","US","California","-121.350852 34.897475 -119.472489 35.795194"
206081,"US","06081","San Mateo","US","California","-122.523394 37.104701 -122.109707 37.708617"
206083,"US","06083","Santa Barbara","US","California","-120.675509 33.893471 -119.440384 35.114678"
206085,"US","06085","Santa Clara","US","California","-122.202653 36.892976 -121.208178 37.484637"
206087,"US","06087","Santa Cruz","US","California","-122.317682 36.850379 -121.581154 37.286055"
206089,"US","06089","Shasta","US","California","-123.068838 40.285375 -121.319976 41.184978"
206091,"US","06091","Sierra","US","California","-121.058203 39.391558 -120.00082 39.776877"
206093,"US","06093","Siskiyou","US","California","-123.719174 40.992193 -121.445994 42.009503"
206095,"US","06095","Solano","US","California","-122.40697 38.031721 -121.593273 38.53905"
206097,"US","06097","Sonoma","US","California","-123.538855 38.110738 -122.349564 38.852916"
206099,"US","06099","Stanislaus","US","California","-121.486775 37.134774 -120.387329 38.077421"
206101,"US","06101","Sutter","US","California","-121.948294 38.734598 -121.414375 39.305668"
206103,"US","06103","Tehama","US","California","-123.066009 39.797385 -121.342264 40.453133"
206105,"US","06105","Trinity","US","California","-123.623891 39.977015 -122.445453 41.368139"
206107,"US","06107","Tulare","US","California","-119.573194 35.788935 -117.980761 36.744816"
206109,"US","06109","Tuolumne","US","California","-120.653274 37.633704 -119.196182 38.433521"
206111,"US","06111","Ventura","US","California","-119.580109 33.214748 -118.632494 34.901171"
206113,"US","06113","Yolo","US","California","-122.422048 38.313048 -121.501017 38.92593"
206115,"US","06115","Yuba","US","California","-121.636368 38.918348 -121.009477 39.639459"
208001,"US","08001","Adams","US","Colorado","-105.053339 39.738002 -103.705695 40.001478"
208003,"US","08003","Alamosa","US","Colorado","-106.039397 37.3562 -105.452727 37.752306"
208005,"US","08005","Arapahoe","US","Colorado","-105.05424 39.563601 -103.706547 39.740835"
208007,"US","08007","Archuleta","US","Colorado","-107.482409 36.992449 -106.47609 37.423623"
208009,"US","08009","Baca","US","Colorado","-103.087276 36.993016 -102.041522 37.644424"
208011,"US","08011","Bent","US","Colorado","-103.404426 37.643272 -102.740346 38.267796"
208013,"US","08013","Boulder","US","Colorado","-105.694362 39.912886 -105.052774 40.262785"
208014,"US","08014","Broomfield","US","Colorado","-105.166056 39.889212 -104.961071 40.044144"
208015,"US","08015","Chaffee","US","Colorado","-106.599516 38.422092 -105.878033 39.057908"
208017,"US","08017","Cheyenne","US","Colorado","-103.172943 38.61245 -102.044792 39.047082"
208019,"US","08019","Clear Creek","US","Colorado","-105.92703 39.564865 -105.397949 39.851996"
208021,"US","08021","Conejos","US","Colorado","-106.678705 36.993548 -105.71802 37.403663"
208023,"US","08023","Costilla","US","Colorado","-105.771391 36.994974 -105.12972 37.658305"
208025,"US","08025","Crowley","US","Colorado","-104.058488 38.112437 -103.501387 38.52333"
208027,"US","08027","Custer","US","Colorado","-105.796897 37.889703 -105.048287 38.265191"
208029,"US","08029","Delta","US","Colorado","-108.378999 38.66798 -107.500553 39.217926"
208031,"US","08031","Denver","US","Colorado","-105.109924 39.614311 -104.599581 39.914178"
208033,"US","08033","Dolores","US","Colorado","-109.043366 37.484818 -107.860845 37.895538"
208035,"US","08035","Douglas","US","Colorado","-105.329445 39.129479 -104.660584 39.566193"
208037,"US","08037","Eagle","US","Colorado","-107.113947 39.349469 -106.17592 39.925292"
208039,"US","08039","Elbert","US","Colorado","-104.663261 38.866436 -103.714117 39.566623"
208041,"US","08041","El Paso","US","Colorado","-105.072529 38.51944 -104.051568 39.129937"
208043,"US","08043","Fremont","US","Colorado","-106.012789 38.257548 -104.940366 38.697581"
208045,"US","08045","Garfield","US","Colorado","-109.051459 39.365859 -107.031772 40.091538"
208047,"US","08047","Gilpin","US","Colorado","-105.700784 39.745856 -105.39745 39.938388"
208049,"US","08049","Grand","US","Colorado","-106.652957 39.684122 -105.62609 40.486252"
208051,"US","08051","Gunnison","US","Colorado","-107.63504 38.146888 -106.245363 39.25773"
208053,"US","08053","Hinsdale","US","Colorado","-107.591367 37.422673 -107.000602 38.147267"
208055,"US","08055","Huerfano","US","Colorado","-105.501755 37.289117 -104.351109 38.018946"
208057,"US","08057","Jackson","US","Colorado","-106.873221 40.323382 -105.851755 41.002702"
208059,"US","08059","Jefferson","US","Colorado","-105.39915 39.129474 -105.04874 39.914386"
208061,"US","08061","Kiowa","US","Colorado","-103.506985 38.265004 -102.044401 38.615727"
208063,"US","08063","Kit Carson","US","Colorado","-103.163209 39.03761 -102.046571 39.574058"
208065,"US","08065","Lake","US","Colorado","-106.586338 39.056073 -106.135529 39.381008"
208067,"US","08067","La Plata","US","Colorado","-108.381069 36.999606 -107.481424 37.64033"
208069,"US","08069","Larimer","US","Colorado","-106.195438 40.257784 -104.943052 40.99844"
208071,"US","08071","Las Animas","US","Colorado","-105.155063 36.992727 -103.074663 37.817488"
208073,"US","08073","Lincoln","US","Colorado","-104.055539 38.516409 -103.154376 39.56657"
208075,"US","08075","Logan","US","Colorado","-103.581848 40.435294 -102.65088 41.002558"
208077,"US","08077","Mesa","US","Colorado","-109.060152 38.499983 -107.377479 39.366711"
208079,"US","08079","Mineral","US","Colorado","-107.145138 37.392304 -106.693523 37.975039"
208081,"US","08081","Moffat","US","Colorado","-109.051245 40.219991 -107.313365 41.003073"
208083,"US","08083","Montezuma","US","Colorado","-109.045924 36.998838 -107.969923 37.639587"
208085,"US","08085","Montrose","US","Colorado","-109.060204 38.152228 -107.50002 38.668568"
208087,"US","08087","Morgan","US","Colorado","-104.150538 40.000836 -103.464455 40.524419"
208089,"US","08089","Otero","US","Colorado","-104.062073 37.642936 -103.398108 38.265508"
208091,"US","08091","Ouray","US","Colorado","-108.13238 37.892007 -107.51088 38.332778"
208093,"US","08093","Park","US","Colorado","-106.210173 38.693089 -105.328743 39.568197"
208095,"US","08095","Phillips","US","Colorado","-102.665595 40.438466 -102.051274 40.749827"
208097,"US","08097","Pitkin","US","Colorado","-107.465957 38.97772 -106.426487 39.366301"
208099,"US","08099","Prowers","US","Colorado","-102.747991 37.643486 -102.041582 38.268774"
208101,"US","08101","Pueblo","US","Colorado","-105.050678 37.734704 -104.053921 38.522435"
208103,"US","08103","Rio Blanco","US","Colorado","-109.051316 39.649712 -107.037363 40.226062"
208105,"US","08105","Rio Grande","US","Colorado","-106.711835 37.39935 -106.03841 37.835244"
208107,"US","08107","Routt","US","Colorado","-107.442594 39.918671 -106.626112 41.003444"
208109,"US","08109","Saguache","US","Colorado","-107.001892 37.747809 -105.428647 38.458267"
208111,"US","08111","San Juan","US","Colorado","-107.97506 37.639478 -107.458114 37.965015"
208113,"US","08113","San Miguel","US","Colorado","-109.042947 37.773556 -107.732787 38.154959"
208115,"US","08115","Sedgwick","US","Colorado","-102.653488 40.748896 -102.051392 41.002597"
208117,"US","08117","Summit","US","Colorado","-106.440301 39.357378 -105.775702 39.924914"
208119,"US","08119","Teller","US","Colorado","-105.330382 38.647464 -104.938961 39.129739"
208121,"US","08121","Washington","US","Colorado","-103.707072 39.565654 -102.779943 40.438508"
208123,"US","08123","Weld","US","Colorado","-105.05672 40.000251 -103.573216 41.001905"
208125,"US","08125","Yuma","US","Colorado","-102.803767 39.567748 -102.049806 40.440008"
209001,"US","09001","Fairfield","US","Connecticut","-73.727775 40.986754 -73.065051 41.666723"
209003,"US","09003","Hartford","US","Connecticut","-73.029537 41.544725 -72.407874 42.038785"
209005,"US","09005","Litchfield","US","Connecticut","-73.51808 41.467415 -72.88706 42.050511"
209007,"US","09007","Middlesex","US","Connecticut","-72.752941 41.254561 -72.305531 41.646999"
209009,"US","09009","New Haven","US","Connecticut","-73.327114 41.170951 -72.537644 41.644311"
209011,"US","09011","New London","US","Connecticut","-72.46673 41.27542 -71.787658 41.714414"
209013,"US","09013","Tolland","US","Connecticut","-72.51833 41.588652 -72.099229 42.034376"
209015,"US","09015","Windham","US","Connecticut","-72.253201 41.634328 -71.787239 42.028869"
