"gid","iso_a2","code","level_1"
553571,"US","53571","Wisconsin"
553572,"US","53572","Wisconsin"
553573,"US","53573","Wisconsin"
553574,"US","53574","Wisconsin"
553575,"US","53575","Wisconsin"
553576,"US","53576","Wisconsin"
553577,"US","53577","Wisconsin"
553578,"US","53578","Wisconsin"
553579,"US","53579","Wisconsin"
553580,"US","53580","Wisconsin"
553581,"US","53581","Wisconsin"
553582,"US","53582","Wisconsin"
553583,"US","53583","Wisconsin"
553585,"US","53585","Wisconsin"
553586,"US","53586","Wisconsin"
553587,"US","53587","Wisconsin"
553588,"US","53588","Wisconsin"
553589,"US","53589","Wisconsin"
553590,"US","53590","Wisconsin"
553593,"US","53593","Wisconsin"
553594,"US","53594","Wisconsin"
553597,"US","53597","Wisconsin"
553598,"US","53598","Wisconsin"
553599,"US","53599","Wisconsin"
553702,"US","53702","Wisconsin"
553703,"US","53703","Wisconsin"
553704,"US","53704","Wisconsin"
553705,"US","53705","Wisconsin"
553706,"US","53706","Wisconsin"
553711,"US","53711","Wisconsin"
553713,"US","53713","Wisconsin"
553714,"US","53714","Wisconsin"
553715,"US","53715","Wisconsin"
553716,"US","53716","Wisconsin"
553717,"US","53717","Wisconsin"
553718,"US","53718","Wisconsin"
553719,"US","53719","Wisconsin"
553726,"US","53726","Wisconsin"
553792,"US","53792","Wisconsin"
553801,"US","53801","Wisconsin"
553802,"US","53802","Wisconsin"
553803,"US","53803","Wisconsin"
553804,"US","53804","Wisconsin"
553805,"US","53805","Wisconsin"
553806,"US","53806","Wisconsin"
553807,"US","53807","Wisconsin"
553808,"US","53808","Wisconsin"
553809,"US","53809","Wisconsin"
553810,"US","53810","Wisconsin"
553811,"US","53811","Wisconsin"
553813,"US","53813","Wisconsin"
553816,"US","53816","Wisconsin"
553817,"US","53817","Wisconsin"
553818,"US","53818","Wisconsin"
553820,"US","53820","Wisconsin"
553821,"US","53821","Wisconsin"
553825,"US","53825","Wisconsin"
553826,"US","53826","Wisconsin"
553827,"US","53827","Wisconsin"
553901,"US","53901","Wisconsin"
553910,"US","53910","Wisconsin"
553911,"US","53911","Wisconsin"
553913,"US","53913","Wisconsin"
553916,"US","53916","Wisconsin"
553919,"US","53919","Wisconsin"
553920,"US","53920","Wisconsin"
553922,"US","53922","Wisconsin"
553923,"US","53923","Wisconsin"
553924,"US","53924","Wisconsin"
553925,"US","53925","Wisconsin"
553926,"US","53926","Wisconsin"
553928,"US","53928","Wisconsin"
553929,"US","53929","Wisconsin"
553930,"US","53930","Wisconsin"
553931,"US","53931","Wisconsin"
553932,"US","53932","Wisconsin"
553933,"US","53933","Wisconsin"
553934,"US","53934","Wisconsin"
553935,"US","53935","Wisconsin"
553936,"US","53936","Wisconsin"
553937,"US","53937","Wisconsin"
553939,"US","53939","Wisconsin"
553941,"US","53941","Wisconsin"
553943,"US","53943","Wisconsin"
553944,"US","53944","Wisconsin"
553946,"US","53946","Wisconsin"
553947,"US","53947","Wisconsin"
553948,"US","53948","Wisconsin"
553949,"US","53949","Wisconsin"
553950,"US","53950","Wisconsin"
553951,"US","53951","Wisconsin"
553952,"US","53952","Wisconsin"
553953,"US","53953","Wisconsin"
553954,"US","53954","Wisconsin"
553955,"US","53955","Wisconsin"
553956,"US","53956","Wisconsin"
553959,"US","53959","Wisconsin"
553960,"US","53960","Wisconsin"
553961,"US","53961","Wisconsin"
553963,"US","53963","Wisconsin"
553964,"US","53964","Wisconsin"
553965,"US","53965","Wisconsin"
553968,"US","53968","Wisconsin"
553969,"US","53969","Wisconsin"
554001,"US","54001","Wisconsin"
554002,"US","54002","Wisconsin"
554003,"US","54003","Wisconsin"
554004,"US","54004","Wisconsin"
554005,"US","54005","Wisconsin"
554006,"US","54006","Wisconsin"
554007,"US","54007","Wisconsin"
554009,"US","54009","Wisconsin"
554010,"US","54010","Wisconsin"
554011,"US","54011","Wisconsin"
554013,"US","54013","Wisconsin"
554014,"US","54014","Wisconsin"
554015,"US","54015","Wisconsin"
554016,"US","54016","Wisconsin"
554017,"US","54017","Wisconsin"
554020,"US","54020","Wisconsin"
554021,"US","54021","Wisconsin"
554022,"US","54022","Wisconsin"
554023,"US","54023","Wisconsin"
554024,"US","54024","Wisconsin"
554025,"US","54025","Wisconsin"
554026,"US","54026","Wisconsin"
554027,"US","54027","Wisconsin"
554028,"US","54028","Wisconsin"
554082,"US","54082","Wisconsin"
554101,"US","54101","Wisconsin"
554102,"US","54102","Wisconsin"
554103,"US","54103","Wisconsin"
554104,"US","54104","Wisconsin"
554106,"US","54106","Wisconsin"
554107,"US","54107","Wisconsin"
554110,"US","54110","Wisconsin"
554111,"US","54111","Wisconsin"
554112,"US","54112","Wisconsin"
554113,"US","54113","Wisconsin"
554114,"US","54114","Wisconsin"
554115,"US","54115","Wisconsin"
554119,"US","54119","Wisconsin"
554120,"US","54120","Wisconsin"
554121,"US","54121","Wisconsin"
554123,"US","54123","Wisconsin"
554124,"US","54124","Wisconsin"
554125,"US","54125","Wisconsin"
554126,"US","54126","Wisconsin"
554127,"US","54127","Wisconsin"
554128,"US","54128","Wisconsin"
554129,"US","54129","Wisconsin"
554130,"US","54130","Wisconsin"
554135,"US","54135","Wisconsin"
554136,"US","54136","Wisconsin"
554137,"US","54137","Wisconsin"
554138,"US","54138","Wisconsin"
554139,"US","54139","Wisconsin"
554140,"US","54140","Wisconsin"
554141,"US","54141","Wisconsin"
554143,"US","54143","Wisconsin"
554149,"US","54149","Wisconsin"
554150,"US","54150","Wisconsin"
554151,"US","54151","Wisconsin"
554153,"US","54153","Wisconsin"
554154,"US","54154","Wisconsin"
554155,"US","54155","Wisconsin"
554156,"US","54156","Wisconsin"
554157,"US","54157","Wisconsin"
554159,"US","54159","Wisconsin"
554160,"US","54160","Wisconsin"
554161,"US","54161","Wisconsin"
554162,"US","54162","Wisconsin"
554165,"US","54165","Wisconsin"
554166,"US","54166","Wisconsin"
554169,"US","54169","Wisconsin"
554170,"US","54170","Wisconsin"
554171,"US","54171","Wisconsin"
554173,"US","54173","Wisconsin"
554174,"US","54174","Wisconsin"
554175,"US","54175","Wisconsin"
554177,"US","54177","Wisconsin"
554180,"US","54180","Wisconsin"
554201,"US","54201","Wisconsin"
554202,"US","54202","Wisconsin"
554204,"US","54204","Wisconsin"
554205,"US","54205","Wisconsin"
554207,"US","54207","Wisconsin"
554208,"US","54208","Wisconsin"
554209,"US","54209","Wisconsin"
554210,"US","54210","Wisconsin"
554211,"US","54211","Wisconsin"
554212,"US","54212","Wisconsin"
554213,"US","54213","Wisconsin"
554214,"US","54214","Wisconsin"
554216,"US","54216","Wisconsin"
554217,"US","54217","Wisconsin"
554220,"US","54220","Wisconsin"
554227,"US","54227","Wisconsin"
554228,"US","54228","Wisconsin"
554229,"US","54229","Wisconsin"
554230,"US","54230","Wisconsin"
554232,"US","54232","Wisconsin"
554234,"US","54234","Wisconsin"
554235,"US","54235","Wisconsin"
554241,"US","54241","Wisconsin"
554245,"US","54245","Wisconsin"
554247,"US","54247","Wisconsin"
554301,"US","54301","Wisconsin"
554302,"US","54302","Wisconsin"
554303,"US","54303","Wisconsin"
554304,"US","54304","Wisconsin"
554307,"US","54307","Wisconsin"
554311,"US","54311","Wisconsin"
554313,"US","54313","Wisconsin"
554401,"US","54401","Wisconsin"
554403,"US","54403","Wisconsin"
554405,"US","54405","Wisconsin"
554406,"US","54406","Wisconsin"
554407,"US","54407","Wisconsin"
554408,"US","54408","Wisconsin"
554409,"US","54409","Wisconsin"
554410,"US","54410","Wisconsin"
554411,"US","54411","Wisconsin"
554412,"US","54412","Wisconsin"
554413,"US","54413","Wisconsin"
554414,"US","54414","Wisconsin"
554416,"US","54416","Wisconsin"
554417,"US","54417","Wisconsin"
554418,"US","54418","Wisconsin"
554420,"US","54420","Wisconsin"
554421,"US","54421","Wisconsin"
554422,"US","54422","Wisconsin"
554423,"US","54423","Wisconsin"
554424,"US","54424","Wisconsin"
554425,"US","54425","Wisconsin"
554426,"US","54426","Wisconsin"
554427,"US","54427","Wisconsin"
554428,"US","54428","Wisconsin"
554430,"US","54430","Wisconsin"
554433,"US","54433","Wisconsin"
554435,"US","54435","Wisconsin"
554436,"US","54436","Wisconsin"
554437,"US","54437","Wisconsin"
554440,"US","54440","Wisconsin"
554441,"US","54441","Wisconsin"
554442,"US","54442","Wisconsin"
554443,"US","54443","Wisconsin"
554446,"US","54446","Wisconsin"
554447,"US","54447","Wisconsin"
554448,"US","54448","Wisconsin"
554449,"US","54449","Wisconsin"
554450,"US","54450","Wisconsin"
554451,"US","54451","Wisconsin"
554452,"US","54452","Wisconsin"
554454,"US","54454","Wisconsin"
554455,"US","54455","Wisconsin"
554456,"US","54456","Wisconsin"
554457,"US","54457","Wisconsin"
554458,"US","54458","Wisconsin"
554459,"US","54459","Wisconsin"
554460,"US","54460","Wisconsin"
554462,"US","54462","Wisconsin"
554463,"US","54463","Wisconsin"
554465,"US","54465","Wisconsin"
554466,"US","54466","Wisconsin"
554467,"US","54467","Wisconsin"
554469,"US","54469","Wisconsin"
554470,"US","54470","Wisconsin"
554471,"US","54471","Wisconsin"
554473,"US","54473","Wisconsin"
554474,"US","54474","Wisconsin"
554475,"US","54475","Wisconsin"
554476,"US","54476","Wisconsin"
554479,"US","54479","Wisconsin"
554480,"US","54480","Wisconsin"
554481,"US","54481","Wisconsin"
554482,"US","54482","Wisconsin"
554484,"US","54484","Wisconsin"
554485,"US","54485","Wisconsin"
554486,"US","54486","Wisconsin"
554487,"US","54487","Wisconsin"
554488,"US","54488","Wisconsin"
554489,"US","54489","Wisconsin"
554490,"US","54490","Wisconsin"
554491,"US","54491","Wisconsin"
554493,"US","54493","Wisconsin"
554494,"US","54494","Wisconsin"
554495,"US","54495","Wisconsin"
554498,"US","54498","Wisconsin"
554499,"US","54499","Wisconsin"
554501,"US","54501","Wisconsin"
554511,"US","54511","Wisconsin"
554512,"US","54512","Wisconsin"
554513,"US","54513","Wisconsin"
554514,"US","54514","Wisconsin"
554515,"US","54515","Wisconsin"
554517,"US","54517","Wisconsin"
554519,"US","54519","Wisconsin"
554520,"US","54520","Wisconsin"
554521,"US","54521","Wisconsin"
554524,"US","54524","Wisconsin"
554525,"US","54525","Wisconsin"
554526,"US","54526","Wisconsin"
554527,"US","54527","Wisconsin"
554529,"US","54529","Wisconsin"
554530,"US","54530","Wisconsin"
554531,"US","54531","Wisconsin"
554534,"US","54534","Wisconsin"
554536,"US","54536","Wisconsin"
554537,"US","54537","Wisconsin"
554538,"US","54538","Wisconsin"
554539,"US","54539","Wisconsin"
554540,"US","54540","Wisconsin"
554541,"US","54541","Wisconsin"
554542,"US","54542","Wisconsin"
554545,"US","54545","Wisconsin"
554546,"US","54546","Wisconsin"
554547,"US","54547","Wisconsin"
554548,"US","54548","Wisconsin"
554550,"US","54550","Wisconsin"
554552,"US","54552","Wisconsin"
554554,"US","54554","Wisconsin"
554555,"US","54555","Wisconsin"
554556,"US","54556","Wisconsin"
554557,"US","54557","Wisconsin"
554558,"US","54558","Wisconsin"
554559,"US","54559","Wisconsin"
554560,"US","54560","Wisconsin"
554561,"US","54561","Wisconsin"
554562,"US","54562","Wisconsin"
554563,"US","54563","Wisconsin"
554564,"US","54564","Wisconsin"
554565,"US","54565","Wisconsin"
554566,"US","54566","Wisconsin"
554568,"US","54568","Wisconsin"
554601,"US","54601","Wisconsin"
554603,"US","54603","Wisconsin"
554610,"US","54610","Wisconsin"
554611,"US","54611","Wisconsin"
554612,"US","54612","Wisconsin"
554613,"US","54613","Wisconsin"
554614,"US","54614","Wisconsin"
554615,"US","54615","Wisconsin"
554616,"US","54616","Wisconsin"
554618,"US","54618","Wisconsin"
554619,"US","54619","Wisconsin"
554621,"US","54621","Wisconsin"
554622,"US","54622","Wisconsin"
554623,"US","54623","Wisconsin"
554624,"US","54624","Wisconsin"
554625,"US","54625","Wisconsin"
554626,"US","54626","Wisconsin"
554627,"US","54627","Wisconsin"
554628,"US","54628","Wisconsin"
554629,"US","54629","Wisconsin"
554630,"US","54630","Wisconsin"
554631,"US","54631","Wisconsin"
554632,"US","54632","Wisconsin"
554634,"US","54634","Wisconsin"
554635,"US","54635","Wisconsin"
554636,"US","54636","Wisconsin"
554637,"US","54637","Wisconsin"
554638,"US","54638","Wisconsin"
554639,"US","54639","Wisconsin"
554641,"US","54641","Wisconsin"
554642,"US","54642","Wisconsin"
554643,"US","54643","Wisconsin"
554644,"US","54644","Wisconsin"
554645,"US","54645","Wisconsin"
554646,"US","54646","Wisconsin"
554648,"US","54648","Wisconsin"
554650,"US","54650","Wisconsin"
554651,"US","54651","Wisconsin"
554652,"US","54652","Wisconsin"
554653,"US","54653","Wisconsin"
554654,"US","54654","Wisconsin"
554655,"US","54655","Wisconsin"
554656,"US","54656","Wisconsin"
554657,"US","54657","Wisconsin"
554658,"US","54658","Wisconsin"
554659,"US","54659","Wisconsin"
554660,"US","54660","Wisconsin"
554661,"US","54661","Wisconsin"
554664,"US","54664","Wisconsin"
554665,"US","54665","Wisconsin"
554666,"US","54666","Wisconsin"
554667,"US","54667","Wisconsin"
554669,"US","54669","Wisconsin"
554670,"US","54670","Wisconsin"
554701,"US","54701","Wisconsin"
554703,"US","54703","Wisconsin"
554720,"US","54720","Wisconsin"
554721,"US","54721","Wisconsin"
554722,"US","54722","Wisconsin"
554723,"US","54723","Wisconsin"
554724,"US","54724","Wisconsin"
554725,"US","54725","Wisconsin"
554726,"US","54726","Wisconsin"
554727,"US","54727","Wisconsin"
554728,"US","54728","Wisconsin"
554729,"US","54729","Wisconsin"
554730,"US","54730","Wisconsin"
554731,"US","54731","Wisconsin"
554732,"US","54732","Wisconsin"
554733,"US","54733","Wisconsin"
554734,"US","54734","Wisconsin"
554736,"US","54736","Wisconsin"
554737,"US","54737","Wisconsin"
554738,"US","54738","Wisconsin"
554739,"US","54739","Wisconsin"
554740,"US","54740","Wisconsin"
554741,"US","54741","Wisconsin"
554742,"US","54742","Wisconsin"
554745,"US","54745","Wisconsin"
554746,"US","54746","Wisconsin"
554747,"US","54747","Wisconsin"
554748,"US","54748","Wisconsin"
554749,"US","54749","Wisconsin"
554750,"US","54750","Wisconsin"
554751,"US","54751","Wisconsin"
554754,"US","54754","Wisconsin"
554755,"US","54755","Wisconsin"
554756,"US","54756","Wisconsin"
554757,"US","54757","Wisconsin"
554758,"US","54758","Wisconsin"
554759,"US","54759","Wisconsin"
554760,"US","54760","Wisconsin"
554761,"US","54761","Wisconsin"
554762,"US","54762","Wisconsin"
554763,"US","54763","Wisconsin"
554765,"US","54765","Wisconsin"
554766,"US","54766","Wisconsin"
554767,"US","54767","Wisconsin"
554768,"US","54768","Wisconsin"
554769,"US","54769","Wisconsin"
554770,"US","54770","Wisconsin"
554771,"US","54771","Wisconsin"
554772,"US","54772","Wisconsin"
554773,"US","54773","Wisconsin"
554801,"US","54801","Wisconsin"
554805,"US","54805","Wisconsin"
554806,"US","54806","Wisconsin"
554810,"US","54810","Wisconsin"
554812,"US","54812","Wisconsin"
554813,"US","54813","Wisconsin"
554814,"US","54814","Wisconsin"
554817,"US","54817","Wisconsin"
554819,"US","54819","Wisconsin"
554820,"US","54820","Wisconsin"
554821,"US","54821","Wisconsin"
554822,"US","54822","Wisconsin"
554824,"US","54824","Wisconsin"
554826,"US","54826","Wisconsin"
554827,"US","54827","Wisconsin"
554828,"US","54828","Wisconsin"
554829,"US","54829","Wisconsin"
554830,"US","54830","Wisconsin"
554832,"US","54832","Wisconsin"
554835,"US","54835","Wisconsin"
554836,"US","54836","Wisconsin"
554837,"US","54837","Wisconsin"
554838,"US","54838","Wisconsin"
554839,"US","54839","Wisconsin"
554840,"US","54840","Wisconsin"
554841,"US","54841","Wisconsin"
554842,"US","54842","Wisconsin"
554843,"US","54843","Wisconsin"
554844,"US","54844","Wisconsin"
554845,"US","54845","Wisconsin"
554846,"US","54846","Wisconsin"
554847,"US","54847","Wisconsin"
554848,"US","54848","Wisconsin"
554849,"US","54849","Wisconsin"
554853,"US","54853","Wisconsin"
554854,"US","54854","Wisconsin"
554855,"US","54855","Wisconsin"
554856,"US","54856","Wisconsin"
554857,"US","54857","Wisconsin"
554858,"US","54858","Wisconsin"
554859,"US","54859","Wisconsin"
554861,"US","54861","Wisconsin"
554862,"US","54862","Wisconsin"
554864,"US","54864","Wisconsin"
554865,"US","54865","Wisconsin"
554867,"US","54867","Wisconsin"
554868,"US","54868","Wisconsin"
554870,"US","54870","Wisconsin"
554871,"US","54871","Wisconsin"
554872,"US","54872","Wisconsin"
554873,"US","54873","Wisconsin"
554874,"US","54874","Wisconsin"
554875,"US","54875","Wisconsin"
554876,"US","54876","Wisconsin"
554880,"US","54880","Wisconsin"
554888,"US","54888","Wisconsin"
554889,"US","54889","Wisconsin"
554891,"US","54891","Wisconsin"
554893,"US","54893","Wisconsin"
554895,"US","54895","Wisconsin"
554896,"US","54896","Wisconsin"
554901,"US","54901","Wisconsin"
554902,"US","54902","Wisconsin"
554904,"US","54904","Wisconsin"
554909,"US","54909","Wisconsin"
554911,"US","54911","Wisconsin"
554913,"US","54913","Wisconsin"
554914,"US","54914","Wisconsin"
554915,"US","54915","Wisconsin"
554921,"US","54921","Wisconsin"
554922,"US","54922","Wisconsin"
554923,"US","54923","Wisconsin"
554927,"US","54927","Wisconsin"
554928,"US","54928","Wisconsin"
554929,"US","54929","Wisconsin"
554930,"US","54930","Wisconsin"
554931,"US","54931","Wisconsin"
554932,"US","54932","Wisconsin"
554933,"US","54933","Wisconsin"
554934,"US","54934","Wisconsin"
554935,"US","54935","Wisconsin"
554937,"US","54937","Wisconsin"
554940,"US","54940","Wisconsin"
554941,"US","54941","Wisconsin"
554942,"US","54942","Wisconsin"
554943,"US","54943","Wisconsin"
554944,"US","54944","Wisconsin"
554945,"US","54945","Wisconsin"
554946,"US","54946","Wisconsin"
554947,"US","54947","Wisconsin"
554948,"US","54948","Wisconsin"
554949,"US","54949","Wisconsin"
554950,"US","54950","Wisconsin"
554952,"US","54952","Wisconsin"
554956,"US","54956","Wisconsin"
554960,"US","54960","Wisconsin"
554961,"US","54961","Wisconsin"
554962,"US","54962","Wisconsin"
554963,"US","54963","Wisconsin"
554964,"US","54964","Wisconsin"
554965,"US","54965","Wisconsin"
554966,"US","54966","Wisconsin"
554967,"US","54967","Wisconsin"
554968,"US","54968","Wisconsin"
554970,"US","54970","Wisconsin"
554971,"US","54971","Wisconsin"
554974,"US","54974","Wisconsin"
554977,"US","54977","Wisconsin"
554979,"US","54979","Wisconsin"
554980,"US","54980","Wisconsin"
554981,"US","54981","Wisconsin"
554982,"US","54982","Wisconsin"
554983,"US","54983","Wisconsin"
554984,"US","54984","Wisconsin"
554985,"US","54985","Wisconsin"
554986,"US","54986","Wisconsin"
555001,"US","55001","Minnesota"
555003,"US","55003","Minnesota"
555005,"US","55005","Minnesota"
555006,"US","55006","Minnesota"
555007,"US","55007","Minnesota"
555008,"US","55008","Minnesota"
555009,"US","55009","Minnesota"
555011,"US","55011","Minnesota"
555012,"US","55012","Minnesota"
555013,"US","55013","Minnesota"
555014,"US","55014","Minnesota"
555016,"US","55016","Minnesota"
555017,"US","55017","Minnesota"
555018,"US","55018","Minnesota"
555019,"US","55019","Minnesota"
555020,"US","55020","Minnesota"
555021,"US","55021","Minnesota"
555024,"US","55024","Minnesota"
555025,"US","55025","Minnesota"
555026,"US","55026","Minnesota"
555027,"US","55027","Minnesota"
555029,"US","55029","Minnesota"
555030,"US","55030","Minnesota"
555031,"US","55031","Minnesota"
555032,"US","55032","Minnesota"
555033,"US","55033","Minnesota"
555036,"US","55036","Minnesota"
555037,"US","55037","Minnesota"
555038,"US","55038","Minnesota"
555040,"US","55040","Minnesota"
555041,"US","55041","Minnesota"
555042,"US","55042","Minnesota"
555043,"US","55043","Minnesota"
555044,"US","55044","Minnesota"
555045,"US","55045","Minnesota"
555046,"US","55046","Minnesota"
555047,"US","55047","Minnesota"
555049,"US","55049","Minnesota"
555051,"US","55051","Minnesota"
555052,"US","55052","Minnesota"
555053,"US","55053","Minnesota"
555054,"US","55054","Minnesota"
555055,"US","55055","Minnesota"
555056,"US","55056","Minnesota"
555057,"US","55057","Minnesota"
555060,"US","55060","Minnesota"
555063,"US","55063","Minnesota"
555065,"US","55065","Minnesota"
555066,"US","55066","Minnesota"
555068,"US","55068","Minnesota"
555069,"US","55069","Minnesota"
555070,"US","55070","Minnesota"
555071,"US","55071","Minnesota"
555072,"US","55072","Minnesota"
555073,"US","55073","Minnesota"
555074,"US","55074","Minnesota"
555075,"US","55075","Minnesota"
555076,"US","55076","Minnesota"
555077,"US","55077","Minnesota"
555079,"US","55079","Minnesota"
555080,"US","55080","Minnesota"
555082,"US","55082","Minnesota"
555084,"US","55084","Minnesota"
555085,"US","55085","Minnesota"
555087,"US","55087","Minnesota"
555088,"US","55088","Minnesota"
555089,"US","55089","Minnesota"
555090,"US","55090","Minnesota"
555092,"US","55092","Minnesota"
555101,"US","55101","Minnesota"
555102,"US","55102","Minnesota"
555103,"US","55103","Minnesota"
555104,"US","55104","Minnesota"
555105,"US","55105","Minnesota"
555106,"US","55106","Minnesota"
555107,"US","55107","Minnesota"
555108,"US","55108","Minnesota"
555109,"US","55109","Minnesota"
555110,"US","55110","Minnesota"
555111,"US","55111","Minnesota"
555112,"US","55112","Minnesota"
555113,"US","55113","Minnesota"
555114,"US","55114","Minnesota"
555115,"US","55115","Minnesota"
555116,"US","55116","Minnesota"
555117,"US","55117","Minnesota"
555118,"US","55118","Minnesota"
555119,"US","55119","Minnesota"
555120,"US","55120","Minnesota"
555121,"US","55121","Minnesota"
555122,"US","55122","Minnesota"
555123,"US","55123","Minnesota"
555124,"US","55124","Minnesota"
555125,"US","55125","Minnesota"
555126,"US","55126","Minnesota"
555127,"US","55127","Minnesota"
555128,"US","55128","Minnesota"
555129,"US","55129","Minnesota"
555130,"US","55130","Minnesota"
555150,"US","55150","Minnesota"
555155,"US","55155","Minnesota"
555301,"US","55301","Minnesota"
555302,"US","55302","Minnesota"
555303,"US","55303","Minnesota"
555304,"US","55304","Minnesota"
555305,"US","55305","Minnesota"
555306,"US","55306","Minnesota"
555307,"US","55307","Minnesota"
555308,"US","55308","Minnesota"
555309,"US","55309","Minnesota"
555310,"US","55310","Minnesota"
555311,"US","55311","Minnesota"
555312,"US","55312","Minnesota"
555313,"US","55313","Minnesota"
555314,"US","55314","Minnesota"
555315,"US","55315","Minnesota"
555316,"US","55316","Minnesota"
555317,"US","55317","Minnesota"
555318,"US","55318","Minnesota"
555319,"US","55319","Minnesota"
555320,"US","55320","Minnesota"
555321,"US","55321","Minnesota"
555322,"US","55322","Minnesota"
555324,"US","55324","Minnesota"
555325,"US","55325","Minnesota"
555327,"US","55327","Minnesota"
555328,"US","55328","Minnesota"
555329,"US","55329","Minnesota"
555330,"US","55330","Minnesota"
555331,"US","55331","Minnesota"
555332,"US","55332","Minnesota"
555333,"US","55333","Minnesota"
555334,"US","55334","Minnesota"
555335,"US","55335","Minnesota"
555336,"US","55336","Minnesota"
555337,"US","55337","Minnesota"
555338,"US","55338","Minnesota"
555339,"US","55339","Minnesota"
555340,"US","55340","Minnesota"
555341,"US","55341","Minnesota"
555342,"US","55342","Minnesota"
555343,"US","55343","Minnesota"
555344,"US","55344","Minnesota"
555345,"US","55345","Minnesota"
555346,"US","55346","Minnesota"
555347,"US","55347","Minnesota"
555349,"US","55349","Minnesota"
555350,"US","55350","Minnesota"
555352,"US","55352","Minnesota"
555353,"US","55353","Minnesota"
555354,"US","55354","Minnesota"
555355,"US","55355","Minnesota"
555356,"US","55356","Minnesota"
555357,"US","55357","Minnesota"
555358,"US","55358","Minnesota"
555359,"US","55359","Minnesota"
555360,"US","55360","Minnesota"
555362,"US","55362","Minnesota"
555363,"US","55363","Minnesota"
555364,"US","55364","Minnesota"
555366,"US","55366","Minnesota"
555367,"US","55367","Minnesota"
555368,"US","55368","Minnesota"
555369,"US","55369","Minnesota"
555370,"US","55370","Minnesota"
555371,"US","55371","Minnesota"
555372,"US","55372","Minnesota"
555373,"US","55373","Minnesota"
555374,"US","55374","Minnesota"
555375,"US","55375","Minnesota"
555376,"US","55376","Minnesota"
555378,"US","55378","Minnesota"
555379,"US","55379","Minnesota"
555381,"US","55381","Minnesota"
555382,"US","55382","Minnesota"
555384,"US","55384","Minnesota"
555385,"US","55385","Minnesota"
555386,"US","55386","Minnesota"
555387,"US","55387","Minnesota"
555388,"US","55388","Minnesota"
555389,"US","55389","Minnesota"
555390,"US","55390","Minnesota"
555391,"US","55391","Minnesota"
555395,"US","55395","Minnesota"
555396,"US","55396","Minnesota"
555397,"US","55397","Minnesota"
555398,"US","55398","Minnesota"
555401,"US","55401","Minnesota"
555402,"US","55402","Minnesota"
555403,"US","55403","Minnesota"
555404,"US","55404","Minnesota"
555405,"US","55405","Minnesota"
555406,"US","55406","Minnesota"
555407,"US","55407","Minnesota"
555408,"US","55408","Minnesota"
555409,"US","55409","Minnesota"
555410,"US","55410","Minnesota"
555411,"US","55411","Minnesota"
555412,"US","55412","Minnesota"
555413,"US","55413","Minnesota"
555414,"US","55414","Minnesota"
555415,"US","55415","Minnesota"
555416,"US","55416","Minnesota"
555417,"US","55417","Minnesota"
555418,"US","55418","Minnesota"
555419,"US","55419","Minnesota"
555420,"US","55420","Minnesota"
555421,"US","55421","Minnesota"
555422,"US","55422","Minnesota"
555423,"US","55423","Minnesota"
555424,"US","55424","Minnesota"
555425,"US","55425","Minnesota"
555426,"US","55426","Minnesota"
555427,"US","55427","Minnesota"
555428,"US","55428","Minnesota"
555429,"US","55429","Minnesota"
555430,"US","55430","Minnesota"
555431,"US","55431","Minnesota"
555432,"US","55432","Minnesota"
555433,"US","55433","Minnesota"
555434,"US","55434","Minnesota"
555435,"US","55435","Minnesota"
555436,"US","55436","Minnesota"
555437,"US","55437","Minnesota"
555438,"US","55438","Minnesota"
555439,"US","55439","Minnesota"
555441,"US","55441","Minnesota"
555442,"US","55442","Minnesota"
555443,"US","55443","Minnesota"
555444,"US","55444","Minnesota"
555445,"US","55445","Minnesota"
555446,"US","55446","Minnesota"
555447,"US","55447","Minnesota"
555448,"US","55448","Minnesota"
555449,"US","55449","Minnesota"
555450,"US","55450","Minnesota"
555454,"US","55454","Minnesota"
555455,"US","55455","Minnesota"
555601,"US","55601","Minnesota"
555602,"US","55602","Minnesota"
555603,"US","55603","Minnesota"
555604,"US","55604","Minnesota"
555605,"US","55605","Minnesota"
555606,"US","55606","Minnesota"
555607,"US","55607","Minnesota"
555609,"US","55609","Minnesota"
555612,"US","55612","Minnesota"
555613,"US","55613","Minnesota"
555614,"US","55614","Minnesota"
555615,"US","55615","Minnesota"
555616,"US","55616","Minnesota"
555702,"US","55702","Minnesota"
555703,"US","55703","Minnesota"
555704,"US","55704","Minnesota"
555705,"US","55705","Minnesota"
555706,"US","55706","Minnesota"
555707,"US","55707","Minnesota"
555708,"US","55708","Minnesota"
555709,"US","55709","Minnesota"
555710,"US","55710","Minnesota"
555711,"US","55711","Minnesota"
555712,"US","55712","Minnesota"
555713,"US","55713","Minnesota"
555716,"US","55716","Minnesota"
555717,"US","55717","Minnesota"
555718,"US","55718","Minnesota"
555719,"US","55719","Minnesota"
555720,"US","55720","Minnesota"
555721,"US","55721","Minnesota"
555722,"US","55722","Minnesota"
555723,"US","55723","Minnesota"
555724,"US","55724","Minnesota"
555725,"US","55725","Minnesota"
555726,"US","55726","Minnesota"
555731,"US","55731","Minnesota"
555732,"US","55732","Minnesota"
555733,"US","55733","Minnesota"
555734,"US","55734","Minnesota"
555735,"US","55735","Minnesota"
555736,"US","55736","Minnesota"
555738,"US","55738","Minnesota"
555741,"US","55741","Minnesota"
555742,"US","55742","Minnesota"
555744,"US","55744","Minnesota"
