"gid","iso_a2","code","level_1"
517344,"US","17344","Pennsylvania"
517345,"US","17345","Pennsylvania"
517347,"US","17347","Pennsylvania"
517349,"US","17349","Pennsylvania"
517350,"US","17350","Pennsylvania"
517352,"US","17352","Pennsylvania"
517353,"US","17353","Pennsylvania"
517355,"US","17355","Pennsylvania"
517356,"US","17356","Pennsylvania"
517360,"US","17360","Pennsylvania"
517361,"US","17361","Pennsylvania"
517362,"US","17362","Pennsylvania"
517363,"US","17363","Pennsylvania"
517364,"US","17364","Pennsylvania"
517365,"US","17365","Pennsylvania"
517366,"US","17366","Pennsylvania"
517368,"US","17368","Pennsylvania"
517370,"US","17370","Pennsylvania"
517371,"US","17371","Pennsylvania"
517372,"US","17372","Pennsylvania"
517401,"US","17401","Pennsylvania"
517402,"US","17402","Pennsylvania"
517403,"US","17403","Pennsylvania"
517404,"US","17404","Pennsylvania"
517406,"US","17406","Pennsylvania"
517407,"US","17407","Pennsylvania"
517408,"US","17408","Pennsylvania"
517501,"US","17501","Pennsylvania"
517502,"US","17502","Pennsylvania"
517505,"US","17505","Pennsylvania"
517507,"US","17507","Pennsylvania"
517508,"US","17508","Pennsylvania"
517509,"US","17509","Pennsylvania"
517512,"US","17512","Pennsylvania"
517516,"US","17516","Pennsylvania"
517517,"US","17517","Pennsylvania"
517518,"US","17518","Pennsylvania"
517519,"US","17519","Pennsylvania"
517520,"US","17520","Pennsylvania"
517522,"US","17522","Pennsylvania"
517527,"US","17527","Pennsylvania"
517529,"US","17529","Pennsylvania"
517532,"US","17532","Pennsylvania"
517535,"US","17535","Pennsylvania"
517536,"US","17536","Pennsylvania"
517538,"US","17538","Pennsylvania"
517540,"US","17540","Pennsylvania"
517543,"US","17543","Pennsylvania"
517545,"US","17545","Pennsylvania"
517547,"US","17547","Pennsylvania"
517550,"US","17550","Pennsylvania"
517551,"US","17551","Pennsylvania"
517552,"US","17552","Pennsylvania"
517554,"US","17554","Pennsylvania"
517555,"US","17555","Pennsylvania"
517557,"US","17557","Pennsylvania"
517560,"US","17560","Pennsylvania"
517562,"US","17562","Pennsylvania"
517563,"US","17563","Pennsylvania"
517565,"US","17565","Pennsylvania"
517566,"US","17566","Pennsylvania"
517569,"US","17569","Pennsylvania"
517570,"US","17570","Pennsylvania"
517572,"US","17572","Pennsylvania"
517576,"US","17576","Pennsylvania"
517578,"US","17578","Pennsylvania"
517579,"US","17579","Pennsylvania"
517581,"US","17581","Pennsylvania"
517582,"US","17582","Pennsylvania"
517584,"US","17584","Pennsylvania"
517601,"US","17601","Pennsylvania"
517602,"US","17602","Pennsylvania"
517603,"US","17603","Pennsylvania"
517606,"US","17606","Pennsylvania"
517701,"US","17701","Pennsylvania"
517702,"US","17702","Pennsylvania"
517721,"US","17721","Pennsylvania"
517723,"US","17723","Pennsylvania"
517724,"US","17724","Pennsylvania"
517727,"US","17727","Pennsylvania"
517728,"US","17728","Pennsylvania"
517729,"US","17729","Pennsylvania"
517730,"US","17730","Pennsylvania"
517731,"US","17731","Pennsylvania"
517737,"US","17737","Pennsylvania"
517739,"US","17739","Pennsylvania"
517740,"US","17740","Pennsylvania"
517742,"US","17742","Pennsylvania"
517744,"US","17744","Pennsylvania"
517745,"US","17745","Pennsylvania"
517747,"US","17747","Pennsylvania"
517748,"US","17748","Pennsylvania"
517749,"US","17749","Pennsylvania"
517750,"US","17750","Pennsylvania"
517751,"US","17751","Pennsylvania"
517752,"US","17752","Pennsylvania"
517754,"US","17754","Pennsylvania"
517756,"US","17756","Pennsylvania"
517758,"US","17758","Pennsylvania"
517760,"US","17760","Pennsylvania"
517762,"US","17762","Pennsylvania"
517763,"US","17763","Pennsylvania"
517764,"US","17764","Pennsylvania"
517765,"US","17765","Pennsylvania"
517767,"US","17767","Pennsylvania"
517768,"US","17768","Pennsylvania"
517771,"US","17771","Pennsylvania"
517772,"US","17772","Pennsylvania"
517774,"US","17774","Pennsylvania"
517776,"US","17776","Pennsylvania"
517777,"US","17777","Pennsylvania"
517778,"US","17778","Pennsylvania"
517779,"US","17779","Pennsylvania"
517801,"US","17801","Pennsylvania"
517810,"US","17810","Pennsylvania"
517812,"US","17812","Pennsylvania"
517813,"US","17813","Pennsylvania"
517814,"US","17814","Pennsylvania"
517815,"US","17815","Pennsylvania"
517820,"US","17820","Pennsylvania"
517821,"US","17821","Pennsylvania"
517822,"US","17822","Pennsylvania"
517823,"US","17823","Pennsylvania"
517824,"US","17824","Pennsylvania"
517827,"US","17827","Pennsylvania"
517829,"US","17829","Pennsylvania"
517830,"US","17830","Pennsylvania"
517832,"US","17832","Pennsylvania"
517834,"US","17834","Pennsylvania"
517835,"US","17835","Pennsylvania"
517836,"US","17836","Pennsylvania"
517837,"US","17837","Pennsylvania"
517840,"US","17840","Pennsylvania"
517841,"US","17841","Pennsylvania"
517842,"US","17842","Pennsylvania"
517844,"US","17844","Pennsylvania"
517845,"US","17845","Pennsylvania"
517846,"US","17846","Pennsylvania"
517847,"US","17847","Pennsylvania"
517850,"US","17850","Pennsylvania"
517851,"US","17851","Pennsylvania"
517853,"US","17853","Pennsylvania"
517855,"US","17855","Pennsylvania"
517856,"US","17856","Pennsylvania"
517857,"US","17857","Pennsylvania"
517859,"US","17859","Pennsylvania"
517860,"US","17860","Pennsylvania"
517861,"US","17861","Pennsylvania"
517862,"US","17862","Pennsylvania"
517864,"US","17864","Pennsylvania"
517865,"US","17865","Pennsylvania"
517866,"US","17866","Pennsylvania"
517867,"US","17867","Pennsylvania"
517868,"US","17868","Pennsylvania"
517870,"US","17870","Pennsylvania"
517872,"US","17872","Pennsylvania"
517876,"US","17876","Pennsylvania"
517878,"US","17878","Pennsylvania"
517880,"US","17880","Pennsylvania"
517881,"US","17881","Pennsylvania"
517884,"US","17884","Pennsylvania"
517885,"US","17885","Pennsylvania"
517886,"US","17886","Pennsylvania"
517887,"US","17887","Pennsylvania"
517888,"US","17888","Pennsylvania"
517889,"US","17889","Pennsylvania"
517901,"US","17901","Pennsylvania"
517920,"US","17920","Pennsylvania"
517921,"US","17921","Pennsylvania"
517922,"US","17922","Pennsylvania"
517923,"US","17923","Pennsylvania"
517925,"US","17925","Pennsylvania"
517929,"US","17929","Pennsylvania"
517930,"US","17930","Pennsylvania"
517931,"US","17931","Pennsylvania"
517933,"US","17933","Pennsylvania"
517934,"US","17934","Pennsylvania"
517935,"US","17935","Pennsylvania"
517936,"US","17936","Pennsylvania"
517938,"US","17938","Pennsylvania"
517941,"US","17941","Pennsylvania"
517943,"US","17943","Pennsylvania"
517944,"US","17944","Pennsylvania"
517945,"US","17945","Pennsylvania"
517946,"US","17946","Pennsylvania"
517948,"US","17948","Pennsylvania"
517949,"US","17949","Pennsylvania"
517951,"US","17951","Pennsylvania"
517952,"US","17952","Pennsylvania"
517953,"US","17953","Pennsylvania"
517954,"US","17954","Pennsylvania"
517957,"US","17957","Pennsylvania"
517959,"US","17959","Pennsylvania"
517960,"US","17960","Pennsylvania"
517961,"US","17961","Pennsylvania"
517963,"US","17963","Pennsylvania"
517964,"US","17964","Pennsylvania"
517965,"US","17965","Pennsylvania"
517967,"US","17967","Pennsylvania"
517968,"US","17968","Pennsylvania"
517970,"US","17970","Pennsylvania"
517972,"US","17972","Pennsylvania"
517974,"US","17974","Pennsylvania"
517976,"US","17976","Pennsylvania"
517978,"US","17978","Pennsylvania"
517979,"US","17979","Pennsylvania"
517980,"US","17980","Pennsylvania"
517981,"US","17981","Pennsylvania"
517982,"US","17982","Pennsylvania"
517983,"US","17983","Pennsylvania"
517985,"US","17985","Pennsylvania"
518011,"US","18011","Pennsylvania"
518013,"US","18013","Pennsylvania"
518014,"US","18014","Pennsylvania"
518015,"US","18015","Pennsylvania"
518016,"US","18016","Pennsylvania"
518017,"US","18017","Pennsylvania"
518018,"US","18018","Pennsylvania"
518020,"US","18020","Pennsylvania"
518030,"US","18030","Pennsylvania"
518031,"US","18031","Pennsylvania"
518032,"US","18032","Pennsylvania"
518034,"US","18034","Pennsylvania"
518035,"US","18035","Pennsylvania"
518036,"US","18036","Pennsylvania"
518037,"US","18037","Pennsylvania"
518038,"US","18038","Pennsylvania"
518040,"US","18040","Pennsylvania"
518041,"US","18041","Pennsylvania"
518042,"US","18042","Pennsylvania"
518045,"US","18045","Pennsylvania"
518046,"US","18046","Pennsylvania"
518049,"US","18049","Pennsylvania"
518051,"US","18051","Pennsylvania"
518052,"US","18052","Pennsylvania"
518053,"US","18053","Pennsylvania"
518054,"US","18054","Pennsylvania"
518055,"US","18055","Pennsylvania"
518056,"US","18056","Pennsylvania"
518058,"US","18058","Pennsylvania"
518059,"US","18059","Pennsylvania"
518062,"US","18062","Pennsylvania"
518063,"US","18063","Pennsylvania"
518064,"US","18064","Pennsylvania"
518066,"US","18066","Pennsylvania"
518067,"US","18067","Pennsylvania"
518068,"US","18068","Pennsylvania"
518069,"US","18069","Pennsylvania"
518070,"US","18070","Pennsylvania"
518071,"US","18071","Pennsylvania"
518072,"US","18072","Pennsylvania"
518073,"US","18073","Pennsylvania"
518074,"US","18074","Pennsylvania"
518076,"US","18076","Pennsylvania"
518077,"US","18077","Pennsylvania"
518078,"US","18078","Pennsylvania"
518079,"US","18079","Pennsylvania"
518080,"US","18080","Pennsylvania"
518081,"US","18081","Pennsylvania"
518083,"US","18083","Pennsylvania"
518085,"US","18085","Pennsylvania"
518086,"US","18086","Pennsylvania"
518087,"US","18087","Pennsylvania"
518088,"US","18088","Pennsylvania"
518091,"US","18091","Pennsylvania"
518092,"US","18092","Pennsylvania"
518101,"US","18101","Pennsylvania"
518102,"US","18102","Pennsylvania"
518103,"US","18103","Pennsylvania"
518104,"US","18104","Pennsylvania"
518105,"US","18105","Pennsylvania"
518106,"US","18106","Pennsylvania"
518109,"US","18109","Pennsylvania"
518195,"US","18195","Pennsylvania"
518201,"US","18201","Pennsylvania"
518202,"US","18202","Pennsylvania"
518210,"US","18210","Pennsylvania"
518211,"US","18211","Pennsylvania"
518212,"US","18212","Pennsylvania"
518214,"US","18214","Pennsylvania"
518216,"US","18216","Pennsylvania"
518218,"US","18218","Pennsylvania"
518219,"US","18219","Pennsylvania"
518220,"US","18220","Pennsylvania"
518221,"US","18221","Pennsylvania"
518222,"US","18222","Pennsylvania"
518223,"US","18223","Pennsylvania"
518224,"US","18224","Pennsylvania"
518225,"US","18225","Pennsylvania"
518229,"US","18229","Pennsylvania"
518230,"US","18230","Pennsylvania"
518231,"US","18231","Pennsylvania"
518232,"US","18232","Pennsylvania"
518234,"US","18234","Pennsylvania"
518235,"US","18235","Pennsylvania"
518237,"US","18237","Pennsylvania"
518239,"US","18239","Pennsylvania"
518240,"US","18240","Pennsylvania"
518241,"US","18241","Pennsylvania"
518242,"US","18242","Pennsylvania"
518244,"US","18244","Pennsylvania"
518245,"US","18245","Pennsylvania"
518246,"US","18246","Pennsylvania"
518248,"US","18248","Pennsylvania"
518249,"US","18249","Pennsylvania"
518250,"US","18250","Pennsylvania"
518251,"US","18251","Pennsylvania"
518252,"US","18252","Pennsylvania"
518254,"US","18254","Pennsylvania"
518255,"US","18255","Pennsylvania"
518256,"US","18256","Pennsylvania"
518301,"US","18301","Pennsylvania"
518302,"US","18302","Pennsylvania"
518321,"US","18321","Pennsylvania"
518322,"US","18322","Pennsylvania"
518323,"US","18323","Pennsylvania"
518324,"US","18324","Pennsylvania"
518325,"US","18325","Pennsylvania"
518326,"US","18326","Pennsylvania"
518327,"US","18327","Pennsylvania"
518328,"US","18328","Pennsylvania"
518330,"US","18330","Pennsylvania"
518331,"US","18331","Pennsylvania"
518332,"US","18332","Pennsylvania"
518333,"US","18333","Pennsylvania"
518334,"US","18334","Pennsylvania"
518335,"US","18335","Pennsylvania"
518336,"US","18336","Pennsylvania"
518337,"US","18337","Pennsylvania"
518340,"US","18340","Pennsylvania"
518342,"US","18342","Pennsylvania"
518343,"US","18343","Pennsylvania"
518344,"US","18344","Pennsylvania"
518346,"US","18346","Pennsylvania"
518347,"US","18347","Pennsylvania"
518349,"US","18349","Pennsylvania"
518350,"US","18350","Pennsylvania"
518351,"US","18351","Pennsylvania"
518352,"US","18352","Pennsylvania"
518353,"US","18353","Pennsylvania"
518354,"US","18354","Pennsylvania"
518355,"US","18355","Pennsylvania"
518356,"US","18356","Pennsylvania"
518357,"US","18357","Pennsylvania"
518360,"US","18360","Pennsylvania"
518370,"US","18370","Pennsylvania"
518371,"US","18371","Pennsylvania"
518372,"US","18372","Pennsylvania"
518403,"US","18403","Pennsylvania"
518405,"US","18405","Pennsylvania"
518407,"US","18407","Pennsylvania"
518411,"US","18411","Pennsylvania"
518413,"US","18413","Pennsylvania"
518414,"US","18414","Pennsylvania"
518415,"US","18415","Pennsylvania"
518417,"US","18417","Pennsylvania"
518419,"US","18419","Pennsylvania"
518420,"US","18420","Pennsylvania"
518421,"US","18421","Pennsylvania"
518424,"US","18424","Pennsylvania"
518425,"US","18425","Pennsylvania"
518426,"US","18426","Pennsylvania"
518427,"US","18427","Pennsylvania"
518428,"US","18428","Pennsylvania"
518430,"US","18430","Pennsylvania"
518431,"US","18431","Pennsylvania"
518433,"US","18433","Pennsylvania"
518434,"US","18434","Pennsylvania"
518435,"US","18435","Pennsylvania"
518436,"US","18436","Pennsylvania"
518437,"US","18437","Pennsylvania"
518438,"US","18438","Pennsylvania"
518439,"US","18439","Pennsylvania"
518441,"US","18441","Pennsylvania"
518443,"US","18443","Pennsylvania"
518444,"US","18444","Pennsylvania"
518445,"US","18445","Pennsylvania"
518446,"US","18446","Pennsylvania"
518447,"US","18447","Pennsylvania"
518451,"US","18451","Pennsylvania"
518452,"US","18452","Pennsylvania"
518453,"US","18453","Pennsylvania"
518454,"US","18454","Pennsylvania"
518455,"US","18455","Pennsylvania"
518456,"US","18456","Pennsylvania"
518457,"US","18457","Pennsylvania"
518458,"US","18458","Pennsylvania"
518459,"US","18459","Pennsylvania"
518460,"US","18460","Pennsylvania"
518461,"US","18461","Pennsylvania"
518462,"US","18462","Pennsylvania"
518463,"US","18463","Pennsylvania"
518464,"US","18464","Pennsylvania"
518465,"US","18465","Pennsylvania"
518466,"US","18466","Pennsylvania"
518469,"US","18469","Pennsylvania"
518470,"US","18470","Pennsylvania"
518471,"US","18471","Pennsylvania"
518472,"US","18472","Pennsylvania"
518473,"US","18473","Pennsylvania"
518503,"US","18503","Pennsylvania"
518504,"US","18504","Pennsylvania"
518505,"US","18505","Pennsylvania"
518507,"US","18507","Pennsylvania"
518508,"US","18508","Pennsylvania"
518509,"US","18509","Pennsylvania"
518510,"US","18510","Pennsylvania"
518512,"US","18512","Pennsylvania"
518517,"US","18517","Pennsylvania"
518518,"US","18518","Pennsylvania"
518519,"US","18519","Pennsylvania"
518602,"US","18602","Pennsylvania"
518603,"US","18603","Pennsylvania"
518610,"US","18610","Pennsylvania"
518612,"US","18612","Pennsylvania"
518614,"US","18614","Pennsylvania"
518615,"US","18615","Pennsylvania"
518616,"US","18616","Pennsylvania"
518617,"US","18617","Pennsylvania"
518618,"US","18618","Pennsylvania"
518619,"US","18619","Pennsylvania"
518621,"US","18621","Pennsylvania"
518622,"US","18622","Pennsylvania"
518623,"US","18623","Pennsylvania"
518624,"US","18624","Pennsylvania"
518625,"US","18625","Pennsylvania"
518626,"US","18626","Pennsylvania"
518628,"US","18628","Pennsylvania"
518629,"US","18629","Pennsylvania"
518630,"US","18630","Pennsylvania"
518631,"US","18631","Pennsylvania"
518632,"US","18632","Pennsylvania"
518634,"US","18634","Pennsylvania"
518635,"US","18635","Pennsylvania"
518636,"US","18636","Pennsylvania"
518640,"US","18640","Pennsylvania"
518641,"US","18641","Pennsylvania"
518642,"US","18642","Pennsylvania"
518643,"US","18643","Pennsylvania"
518644,"US","18644","Pennsylvania"
518651,"US","18651","Pennsylvania"
518653,"US","18653","Pennsylvania"
518655,"US","18655","Pennsylvania"
518656,"US","18656","Pennsylvania"
518657,"US","18657","Pennsylvania"
518660,"US","18660","Pennsylvania"
518661,"US","18661","Pennsylvania"
518701,"US","18701","Pennsylvania"
518702,"US","18702","Pennsylvania"
518704,"US","18704","Pennsylvania"
518705,"US","18705","Pennsylvania"
518706,"US","18706","Pennsylvania"
518707,"US","18707","Pennsylvania"
518708,"US","18708","Pennsylvania"
518709,"US","18709","Pennsylvania"
518801,"US","18801","Pennsylvania"
518810,"US","18810","Pennsylvania"
518812,"US","18812","Pennsylvania"
518814,"US","18814","Pennsylvania"
518816,"US","18816","Pennsylvania"
518817,"US","18817","Pennsylvania"
518818,"US","18818","Pennsylvania"
518821,"US","18821","Pennsylvania"
518822,"US","18822","Pennsylvania"
518823,"US","18823","Pennsylvania"
518824,"US","18824","Pennsylvania"
518825,"US","18825","Pennsylvania"
518826,"US","18826","Pennsylvania"
518828,"US","18828","Pennsylvania"
518829,"US","18829","Pennsylvania"
518830,"US","18830","Pennsylvania"
518831,"US","18831","Pennsylvania"
518832,"US","18832","Pennsylvania"
518833,"US","18833","Pennsylvania"
518834,"US","18834","Pennsylvania"
518837,"US","18837","Pennsylvania"
518840,"US","18840","Pennsylvania"
518842,"US","18842","Pennsylvania"
518843,"US","18843","Pennsylvania"
518844,"US","18844","Pennsylvania"
518845,"US","18845","Pennsylvania"
518846,"US","18846","Pennsylvania"
518847,"US","18847","Pennsylvania"
518848,"US","18848","Pennsylvania"
518850,"US","18850","Pennsylvania"
518851,"US","18851","Pennsylvania"
518853,"US","18853","Pennsylvania"
518854,"US","18854","Pennsylvania"
518901,"US","18901","Pennsylvania"
518902,"US","18902","Pennsylvania"
518912,"US","18912","Pennsylvania"
518913,"US","18913","Pennsylvania"
518914,"US","18914","Pennsylvania"
518915,"US","18915","Pennsylvania"
518917,"US","18917","Pennsylvania"
518920,"US","18920","Pennsylvania"
518923,"US","18923","Pennsylvania"
518925,"US","18925","Pennsylvania"
518929,"US","18929","Pennsylvania"
518930,"US","18930","Pennsylvania"
518932,"US","18932","Pennsylvania"
518935,"US","18935","Pennsylvania"
518936,"US","18936","Pennsylvania"
518938,"US","18938","Pennsylvania"
518940,"US","18940","Pennsylvania"
518942,"US","18942","Pennsylvania"
518944,"US","18944","Pennsylvania"
518947,"US","18947","Pennsylvania"
518950,"US","18950","Pennsylvania"
518951,"US","18951","Pennsylvania"
518954,"US","18954","Pennsylvania"
518955,"US","18955","Pennsylvania"
518960,"US","18960","Pennsylvania"
518962,"US","18962","Pennsylvania"
518964,"US","18964","Pennsylvania"
518966,"US","18966","Pennsylvania"
518969,"US","18969","Pennsylvania"
518970,"US","18970","Pennsylvania"
518972,"US","18972","Pennsylvania"
518974,"US","18974","Pennsylvania"
518976,"US","18976","Pennsylvania"
518977,"US","18977","Pennsylvania"
518980,"US","18980","Pennsylvania"
519001,"US","19001","Pennsylvania"
519002,"US","19002","Pennsylvania"
519003,"US","19003","Pennsylvania"
519004,"US","19004","Pennsylvania"
519006,"US","19006","Pennsylvania"
519007,"US","19007","Pennsylvania"
519008,"US","19008","Pennsylvania"
519009,"US","19009","Pennsylvania"
519010,"US","19010","Pennsylvania"
519012,"US","19012","Pennsylvania"
519013,"US","19013","Pennsylvania"
519014,"US","19014","Pennsylvania"
519015,"US","19015","Pennsylvania"
519017,"US","19017","Pennsylvania"
519018,"US","19018","Pennsylvania"
519020,"US","19020","Pennsylvania"
519021,"US","19021","Pennsylvania"
519022,"US","19022","Pennsylvania"
519023,"US","19023","Pennsylvania"
519025,"US","19025","Pennsylvania"
519026,"US","19026","Pennsylvania"
519027,"US","19027","Pennsylvania"
519029,"US","19029","Pennsylvania"
519030,"US","19030","Pennsylvania"
519031,"US","19031","Pennsylvania"
519032,"US","19032","Pennsylvania"
519033,"US","19033","Pennsylvania"
519034,"US","19034","Pennsylvania"
519035,"US","19035","Pennsylvania"
519036,"US","19036","Pennsylvania"
519038,"US","19038","Pennsylvania"
519040,"US","19040","Pennsylvania"
519041,"US","19041","Pennsylvania"
519043,"US","19043","Pennsylvania"
519044,"US","19044","Pennsylvania"
519046,"US","19046","Pennsylvania"
519047,"US","19047","Pennsylvania"
519050,"US","19050","Pennsylvania"
519053,"US","19053","Pennsylvania"
519054,"US","19054","Pennsylvania"
519055,"US","19055","Pennsylvania"
519056,"US","19056","Pennsylvania"
519057,"US","19057","Pennsylvania"
519060,"US","19060","Pennsylvania"
519061,"US","19061","Pennsylvania"
519063,"US","19063","Pennsylvania"
519064,"US","19064","Pennsylvania"
519066,"US","19066","Pennsylvania"
519067,"US","19067","Pennsylvania"
519070,"US","19070","Pennsylvania"
519072,"US","19072","Pennsylvania"
519073,"US","19073","Pennsylvania"
519074,"US","19074","Pennsylvania"
519075,"US","19075","Pennsylvania"
519076,"US","19076","Pennsylvania"
519078,"US","19078","Pennsylvania"
519079,"US","19079","Pennsylvania"
519081,"US","19081","Pennsylvania"
519082,"US","19082","Pennsylvania"
519083,"US","19083","Pennsylvania"
519085,"US","19085","Pennsylvania"
519086,"US","19086","Pennsylvania"
519087,"US","19087","Pennsylvania"
519090,"US","19090","Pennsylvania"
519094,"US","19094","Pennsylvania"
519095,"US","19095","Pennsylvania"
519096,"US","19096","Pennsylvania"
519102,"US","19102","Pennsylvania"
519103,"US","19103","Pennsylvania"
519104,"US","19104","Pennsylvania"
519106,"US","19106","Pennsylvania"
519107,"US","19107","Pennsylvania"
519109,"US","19109","Pennsylvania"
519111,"US","19111","Pennsylvania"
519112,"US","19112","Pennsylvania"
519113,"US","19113","Pennsylvania"
519114,"US","19114","Pennsylvania"
519115,"US","19115","Pennsylvania"
519116,"US","19116","Pennsylvania"
519118,"US","19118","Pennsylvania"
519119,"US","19119","Pennsylvania"
519120,"US","19120","Pennsylvania"
519121,"US","19121","Pennsylvania"
519122,"US","19122","Pennsylvania"
519123,"US","19123","Pennsylvania"
519124,"US","19124","Pennsylvania"
519125,"US","19125","Pennsylvania"
519126,"US","19126","Pennsylvania"
519127,"US","19127","Pennsylvania"
519128,"US","19128","Pennsylvania"
519129,"US","19129","Pennsylvania"
519130,"US","19130","Pennsylvania"
519131,"US","19131","Pennsylvania"
519132,"US","19132","Pennsylvania"
519133,"US","19133","Pennsylvania"
519134,"US","19134","Pennsylvania"
519135,"US","19135","Pennsylvania"
519136,"US","19136","Pennsylvania"
519137,"US","19137","Pennsylvania"
519138,"US","19138","Pennsylvania"
519139,"US","19139","Pennsylvania"
519140,"US","19140","Pennsylvania"
519141,"US","19141","Pennsylvania"
519142,"US","19142","Pennsylvania"
519143,"US","19143","Pennsylvania"
519144,"US","19144","Pennsylvania"
519145,"US","19145","Pennsylvania"
519146,"US","19146","Pennsylvania"
519147,"US","19147","Pennsylvania"
519148,"US","19148","Pennsylvania"
519149,"US","19149","Pennsylvania"
519150,"US","19150","Pennsylvania"
519151,"US","19151","Pennsylvania"
519152,"US","19152","Pennsylvania"
519153,"US","19153","Pennsylvania"
519154,"US","19154","Pennsylvania"
519301,"US","19301","Pennsylvania"
519310,"US","19310","Pennsylvania"
519311,"US","19311","Pennsylvania"
519312,"US","19312","Pennsylvania"
519316,"US","19316","Pennsylvania"
519317,"US","19317","Pennsylvania"
519319,"US","19319","Pennsylvania"
519320,"US","19320","Pennsylvania"
519330,"US","19330","Pennsylvania"
519333,"US","19333","Pennsylvania"
519335,"US","19335","Pennsylvania"
519341,"US","19341","Pennsylvania"
519342,"US","19342","Pennsylvania"
519343,"US","19343","Pennsylvania"
519344,"US","19344","Pennsylvania"
519345,"US","19345","Pennsylvania"
519348,"US","19348","Pennsylvania"
519350,"US","19350","Pennsylvania"
519352,"US","19352","Pennsylvania"
519355,"US","19355","Pennsylvania"
519358,"US","19358","Pennsylvania"
519362,"US","19362","Pennsylvania"
519363,"US","19363","Pennsylvania"
519365,"US","19365","Pennsylvania"
519367,"US","19367","Pennsylvania"
519372,"US","19372","Pennsylvania"
519373,"US","19373","Pennsylvania"
519374,"US","19374","Pennsylvania"
519375,"US","19375","Pennsylvania"
519380,"US","19380","Pennsylvania"
519382,"US","19382","Pennsylvania"
519383,"US","19383","Pennsylvania"
519390,"US","19390","Pennsylvania"
519401,"US","19401","Pennsylvania"
519403,"US","19403","Pennsylvania"
519405,"US","19405","Pennsylvania"
519406,"US","19406","Pennsylvania"
519422,"US","19422","Pennsylvania"
519425,"US","19425","Pennsylvania"
519426,"US","19426","Pennsylvania"
519428,"US","19428","Pennsylvania"
519435,"US","19435","Pennsylvania"
519436,"US","19436","Pennsylvania"
519437,"US","19437","Pennsylvania"
519438,"US","19438","Pennsylvania"
519440,"US","19440","Pennsylvania"
519442,"US","19442","Pennsylvania"
519444,"US","19444","Pennsylvania"
519446,"US","19446","Pennsylvania"
519453,"US","19453","Pennsylvania"
519454,"US","19454","Pennsylvania"
519456,"US","19456","Pennsylvania"
519457,"US","19457","Pennsylvania"
519460,"US","19460","Pennsylvania"
519462,"US","19462","Pennsylvania"
519464,"US","19464","Pennsylvania"
519465,"US","19465","Pennsylvania"
519468,"US","19468","Pennsylvania"
519472,"US","19472","Pennsylvania"
519473,"US","19473","Pennsylvania"
519474,"US","19474","Pennsylvania"
519475,"US","19475","Pennsylvania"
519477,"US","19477","Pennsylvania"
519492,"US","19492","Pennsylvania"
519501,"US","19501","Pennsylvania"
519503,"US","19503","Pennsylvania"
519504,"US","19504","Pennsylvania"
519505,"US","19505","Pennsylvania"
519506,"US","19506","Pennsylvania"
519507,"US","19507","Pennsylvania"
519508,"US","19508","Pennsylvania"
519510,"US","19510","Pennsylvania"
519511,"US","19511","Pennsylvania"
519512,"US","19512","Pennsylvania"
519518,"US","19518","Pennsylvania"
519519,"US","19519","Pennsylvania"
519520,"US","19520","Pennsylvania"
519522,"US","19522","Pennsylvania"
519523,"US","19523","Pennsylvania"
519525,"US","19525","Pennsylvania"
519526,"US","19526","Pennsylvania"
519529,"US","19529","Pennsylvania"
519530,"US","19530","Pennsylvania"
519533,"US","19533","Pennsylvania"
519534,"US","19534","Pennsylvania"
519535,"US","19535","Pennsylvania"
519536,"US","19536","Pennsylvania"
519538,"US","19538","Pennsylvania"
519539,"US","19539","Pennsylvania"
519540,"US","19540","Pennsylvania"
519541,"US","19541","Pennsylvania"
519542,"US","19542","Pennsylvania"
519543,"US","19543","Pennsylvania"
519544,"US","19544","Pennsylvania"
519545,"US","19545","Pennsylvania"
519547,"US","19547","Pennsylvania"
519549,"US","19549","Pennsylvania"
519550,"US","19550","Pennsylvania"
519551,"US","19551","Pennsylvania"
519554,"US","19554","Pennsylvania"
519555,"US","19555","Pennsylvania"
519559,"US","19559","Pennsylvania"
519560,"US","19560","Pennsylvania"
519562,"US","19562","Pennsylvania"
519564,"US","19564","Pennsylvania"
519565,"US","19565","Pennsylvania"
519567,"US","19567","Pennsylvania"
519601,"US","19601","Pennsylvania"
519602,"US","19602","Pennsylvania"
519604,"US","19604","Pennsylvania"
519605,"US","19605","Pennsylvania"
519606,"US","19606","Pennsylvania"
519607,"US","19607","Pennsylvania"
519608,"US","19608","Pennsylvania"
519609,"US","19609","Pennsylvania"
519610,"US","19610","Pennsylvania"
519611,"US","19611","Pennsylvania"
519701,"US","19701","Delaware"
519702,"US","19702","Delaware"
519703,"US","19703","Delaware"
519706,"US","19706","Delaware"
519707,"US","19707","Delaware"
519709,"US","19709","Delaware"
519710,"US","19710","Delaware"
519711,"US","19711","Delaware"
519713,"US","19713","Delaware"
519716,"US","19716","Delaware"
519717,"US","19717","Delaware"
519720,"US","19720","Delaware"
519730,"US","19730","Delaware"
519731,"US","19731","Delaware"
519732,"US","19732","Delaware"
519733,"US","19733","Delaware"
519734,"US","19734","Delaware"
519735,"US","19735","Delaware"
519736,"US","19736","Delaware"
519801,"US","19801","Delaware"
519802,"US","19802","Delaware"
519803,"US","19803","Delaware"
519804,"US","19804","Delaware"
519805,"US","19805","Delaware"
519806,"US","19806","Delaware"
