"gid","iso_a2","code","name","level_0","level_1","level_2","level_3","bbox"
100000061280,"FR","61280","Monceaux-au-Perche","FR","Normandie","Orne","Longny les Villages","0.701276 48.476833 0.720297 48.523765"
100000791791,"FR","79179","Moncoutant","FR","Nouvelle-Aquitaine","Deux-Sèvres","Moncoutant-sur-Sèvre","-0.623434 46.701459 -0.523328 46.761659"
100000055342,"FR","55342","Mondrecourt","FR","Grand Est","Meuse","Les Trois-Domaines","5.250216 48.972429 5.306263 48.993656"
100000061282,"FR","61282","Monnai","FR","Normandie","Orne","La Ferté-en-Ouche","0.35803 48.867834 0.450198 48.911569"
100000024283,"FR","24283","Monsec","FR","Nouvelle-Aquitaine","Dordogne","Mareuil en Périgord","0.508637 45.401267 0.583293 45.447588"
100000691351,"FR","69135","Monsols","FR","Auvergne-Rhône-Alpes","Rhône","Deux-Grosnes","4.482786 46.199552 4.547059 46.244767"
100000072203,"FR","72203","Montabon","FR","Pays de la Loire","Sarthe","Montval-sur-Loir","0.360574 47.663998 0.420591 47.694304"
100000039347,"FR","39347","Montagna-le-Templier","FR","Bourgogne-Franche-Comté","Jura","Montlainsia","5.440364 46.34343 5.486572 46.373468"
100000071304,"FR","71304","Montagny-sur-Grosne","FR","Bourgogne-Franche-Comté","Saône-et-Loire","Navour-sur-Grosne","4.517069 46.337041 4.567143 46.370861"
100000851461,"FR","85146","Montaigu","FR","Pays de la Loire","Vendée","Montaigu-Vendée","-1.329234 46.965713 -1.298571 46.986958"
100000073163,"FR","73163","Montaimont","FR","Auvergne-Rhône-Alpes","Savoie","Saint François Longchamp","6.325131 45.347305 6.402415 45.408698"
100000028258,"FR","28258","Montainville","FR","Centre-Val de Loire","Eure-et-Loir","Les Villages Vovéens","1.504929 48.252309 1.564989 48.306539"
100000014440,"FR","14440","Montamy","FR","Normandie","Calvados","Souleuvre en Bocage","-0.777964 48.956875 -0.728472 48.984527"
100000050337,"FR","50337","Montanel","FR","Normandie","Manche","Saint-James","-1.440951 48.455833 -1.372867 48.523347"
100000077299,"FR","77299","Montarlot","FR","Île-de-France","Seine-et-Marne","Moret-Loing-et-Orvanne","2.839285 48.33972 2.881968 48.364267"
100000070354,"FR","70354","Montarlot-lès-Champlitte","FR","Bourgogne-Franche-Comté","Haute-Saône","Champlitte","5.457948 47.631155 5.541254 47.673682"
100000351841,"FR","35184","Montauban-de-Bretagne","FR","Bretagne","Ille-et-Vilaine","Montauban-de-Bretagne","-2.137196 48.175883 -1.986401 48.235692"
100000274121,"FR","27412","Montaure","FR","Normandie","Eure","Terres de Bord","1.074156 49.208619 1.132438 49.253167"
100000014441,"FR","14441","Mont-Bertrand","FR","Normandie","Calvados","Souleuvre en Bocage","-0.944728 48.95903 -0.898725 48.998449"
100000048101,"FR","48101","Montbrun","FR","Occitanie","Lozère","Gorges du Tarn Causses","3.467669 44.286016 3.558417 44.351463"
100000014442,"FR","14442","Montchamp","FR","Normandie","Calvados","Valdallière","-0.789165 48.889067 -0.707058 48.934793"
100000050339,"FR","50339","Montchaton","FR","Normandie","Manche","Orval sur Sienne","-1.525319 48.990903 -1.470995 49.025376"
100000162241,"FR","16224","Montchaude","FR","Nouvelle-Aquitaine","Charente","Montmérac","-0.233787 45.408542 -0.178247 45.472208"
100000014443,"FR","14443","Montchauvet","FR","Normandie","Calvados","Souleuvre en Bocage","-0.796188 48.930217 -0.689503 48.970172"
100000382531,"FR","38253","Mont-de-Lans","FR","Auvergne-Rhône-Alpes","Isère","Les Deux Alpes","6.064822 44.983493 6.204915 45.046407"
100000014444,"FR","14444","Monteille","FR","Normandie","Calvados","Mézidon Vallée d'Auge","0.016273 49.096459 0.070935 49.118757"
100000052329,"FR","52329","Montesson","FR","Grand Est","Haute-Marne","Pierremont-sur-Amance","5.658921 47.808293 5.68542 47.829645"
100000064402,"FR","64402","Montestrucq","FR","Nouvelle-Aquitaine","Pyrénées-Atlantiques","Ozenx-Montestrucq","-0.836518 43.410334 -0.793457 43.453737"
100000049206,"FR","49206","Montfaucon-Montigné","FR","Pays de la Loire","Maine-et-Loire","Sèvremoine","-1.170869 47.062657 -1.083509 47.102803"
100000025396,"FR","25396","Montferney","FR","Bourgogne-Franche-Comté","Doubs","Rougemont","6.310164 47.474291 6.342519 47.489331"
100000049207,"FR","49207","Montfort","FR","Pays de la Loire","Maine-et-Loire","Doué-en-Anjou","-0.231012 47.173532 -0.200498 47.203084"
100000050343,"FR","50343","Montgardon","FR","Normandie","Manche","La Haye","-1.612931 49.25019 -1.547106 49.293624"
100000061285,"FR","61285","Montgaroult","FR","Normandie","Orne","Monts-sur-Orne","-0.179135 48.722002 -0.102659 48.777823"
100000073167,"FR","73167","Montgellafrey","FR","Auvergne-Rhône-Alpes","Savoie","Saint François Longchamp","6.297282 45.374903 6.383028 45.444583"
100000073169,"FR","73169","Montgirod","FR","Auvergne-Rhône-Alpes","Savoie","Aime-la-Plagne","6.554367 45.51714 6.609973 45.562909"
100000050344,"FR","50344","Montgothier","FR","Normandie","Manche","Isigny-le-Buat","-1.220125 48.636661 -1.17068 48.676461"
100000049208,"FR","49208","Montguillon","FR","Pays de la Loire","Maine-et-Loire","Segré-en-Anjou Bleu","-0.785367 47.719679 -0.717999 47.754703"
100000060417,"FR","60417","Montherlant","FR","Hauts-de-France","Oise","Saint-Crépin-Ibouvillers","2.035837 49.264568 2.07625 49.297038"
100000523311,"FR","52331","Montier-en-Der","FR","Grand Est","Haute-Marne","La Porte du Der","4.731198 48.454527 4.836824 48.524147"
100000016228,"FR","16228","Montigné","FR","Nouvelle-Aquitaine","Charente","Val-d'Auge","-0.106988 45.804203 -0.052368 45.838373"
100000079181,"FR","79181","Montigné","FR","Nouvelle-Aquitaine","Deux-Sèvres","Celles-sur-Belle","-0.262949 46.200021 -0.208959 46.227904"
100000050346,"FR","50346","Montigny","FR","Normandie","Manche","Isigny-le-Buat","-1.15733 48.61686 -1.100236 48.654596"
100000072207,"FR","72207","Montigny","FR","Pays de la Loire","Sarthe","Villeneuve-en-Perseigne","0.169421 48.441699 0.198941 48.465522"
100000079182,"FR","79182","Montigny","FR","Nouvelle-Aquitaine","Deux-Sèvres","La Forêt-sur-Sèvre","-0.688023 46.785991 -0.590499 46.826427"
100000049212,"FR","49212","Montjean-sur-Loire","FR","Pays de la Loire","Maine-et-Loire","Mauges-sur-Loire","-0.916191 47.360172 -0.809078 47.405724"
100000048102,"FR","48102","Montjézieu","FR","Occitanie","Lozère","La Canourgue","3.186882 44.463097 3.231397 44.513719"
100000052333,"FR","52333","Montlandon","FR","Grand Est","Haute-Marne","Haute-Amance","5.460714 47.82951 5.516561 47.859986"
100000112511,"FR","11251","Montlaur","FR","Occitanie","Aude","Val-de-Dagne","2.508107 43.09159 2.616058 43.16302"
100000080564,"FR","80564","Montmarquet","FR","Hauts-de-France","Somme","Lafresguimont-Saint-Martin","1.744536 49.782603 1.812082 49.813336"
100000050348,"FR","50348","Montmartin-en-Graignes","FR","Normandie","Manche","Carentan-les-Marais","-1.229388 49.233225 -1.105187 49.293104"
100000074187,"FR","74187","Montmin","FR","Auvergne-Rhône-Alpes","Haute-Savoie","Talloires-Montmin","6.241223 45.773112 6.291997 45.828919"
100000005088,"FR","05088","Montmorin","FR","Provence-Alpes-Côte d'Azur","Hautes-Alpes","Valdoule","5.512938 44.424802 5.60469 44.480051"
100000351911,"FR","35191","Montours","FR","Bretagne","Ille-et-Vilaine","Les Portes du Coglais","-1.330665 48.424181 -1.273798 48.470296"
100000053159,"FR","53159","Montourtier","FR","Pays de la Loire","Mayenne","Montsûrs","-0.589175 48.187332 -0.506782 48.240205"
100000574821,"FR","57482","Montoy-Flanville","FR","Grand Est","Moselle","Ogy-Montoy-Flanville","6.257494 49.109288 6.319164 49.130283"
100000004131,"FR","04131","Montpezat","FR","Provence-Alpes-Côte d'Azur","Alpes-de-Haute-Provence","Montagnac-Montpezat","6.046375 43.729063 6.129573 43.766293"
100000049213,"FR","49213","Montpollin","FR","Pays de la Loire","Maine-et-Loire","Baugé-en-Anjou","-0.125313 47.571743 -0.095937 47.600953"
100000086166,"FR","86166","Montreuil-Bonnin","FR","Nouvelle-Aquitaine","Vienne","Boivre-la-Vallée","0.093896 46.537022 0.185357 46.590393"
100000492181,"FR","49218","Montrevault","FR","Pays de la Loire","Maine-et-Loire","Montrevault-sur-Èvre","-1.070061 47.245524 -1.040247 47.269365"
100000411511,"FR","41151","Montrichard","FR","Centre-Val de Loire","Loir-et-Cher","Montrichard Val de Cher","1.152317 47.335997 1.211212 47.382791"
100000262101,"FR","26210","Montrigaud","FR","Auvergne-Rhône-Alpes","Drôme","Valherbasse","5.091204 45.1984 5.201718 45.256384"
100000073174,"FR","73174","Montrond","FR","Auvergne-Rhône-Alpes","Savoie","Albiez-Montrond","6.300022 45.132422 6.360984 45.206646"
100000052339,"FR","52339","Montsaon","FR","Grand Est","Haute-Marne","Semoutiers-Montsaon","5.000779 48.064029 5.061176 48.095383"
100000052340,"FR","52340","Montsaugeon","FR","Grand Est","Haute-Marne","Le Montsaugeonnais","5.281771 47.654061 5.333217 47.679486"
100000612921,"FR","61292","Montsecret","FR","Normandie","Orne","Montsecret-Clairefougère","-0.717935 48.778319 -0.639537 48.811971"
100000070370,"FR","70370","Montseugny","FR","Bourgogne-Franche-Comté","Haute-Saône","Broye-Aubigney-Montseugny","5.489907 47.34332 5.536048 47.364038"
100000531611,"FR","53161","Montsûrs","FR","Pays de la Loire","Mayenne","Montsûrs","-0.582189 48.113643 -0.520312 48.161913"
100000050354,"FR","50354","Montsurvent","FR","Normandie","Manche","Gouville-sur-Mer","-1.542613 49.091787 -1.487015 49.127965"
100000025407,"FR","25407","Montursin","FR","Bourgogne-Franche-Comté","Doubs","Glère","6.933645 47.34429 6.956192 47.359035"
100000014450,"FR","14450","Montviette","FR","Normandie","Calvados","Saint-Pierre-en-Auge","0.077489 48.968971 0.115565 49.007218"
100000050355,"FR","50355","Montviron","FR","Normandie","Manche","Sartilly-Baie-Bocage","-1.444141 48.727895 -1.392288 48.762166"
100000051383,"FR","51383","Morains","FR","Grand Est","Marne","Val-des-Marais","3.972856 48.789324 4.015506 48.828698"
100000025409,"FR","25409","Morchamps","FR","Bourgogne-Franche-Comté","Doubs","Rougemont","6.319606 47.441486 6.340243 47.464673"
100000773161,"FR","77316","Moret-sur-Loing","FR","Île-de-France","Seine-et-Marne","Moret-Loing-et-Orvanne","2.791371 48.343429 2.829743 48.383242"
100000393681,"FR","39368","Morez","FR","Bourgogne-Franche-Comté","Jura","Hauts de Bienne","5.99344 46.5088 6.079523 46.545337"
100000022154,"FR","22154","Morieux","FR","Bretagne","Côtes d'Armor","Lamballe-Armor","-2.634116 48.501577 -2.587354 48.540001"
100000085150,"FR","85150","Mormaison","FR","Pays de la Loire","Vendée","Montréverd","-1.489806 46.874703 -1.428505 46.933526"
100000021443,"FR","21443","Mornay","FR","Bourgogne-Franche-Comté","Côte-d'Or","Montigny-Mornay-Villeneuve-sur-Vingeanne","5.432684 47.544046 5.49706 47.566105"
100000503591,"FR","50359","Mortain","FR","Normandie","Manche","Mortain-Bocage","-0.951375 48.626557 -0.900599 48.667064"
100000612941,"FR","61294","Mortrée","FR","Normandie","Orne","Mortrée","0.040752 48.604598 0.123034 48.677314"
100000682191,"FR","68219","Mortzwiller","FR","Grand Est","Haut-Rhin","Le Haut Soultzbach","7.015834 47.726114 7.054907 47.749702"
100000039369,"FR","39369","Morval","FR","Bourgogne-Franche-Comté","Jura","Andelot-Morval","5.425977 46.399069 5.449506 46.437017"
100000162331,"FR","16233","Mosnac","FR","Nouvelle-Aquitaine","Charente","Mosnac-Saint-Simeux","-0.03258 45.600303 0.003815 45.63055"
100000791851,"FR","79185","Mougon","FR","Nouvelle-Aquitaine","Deux-Sèvres","Aigondigné","-0.331497 46.256088 -0.245394 46.321245"
100000851541,"FR","85154","Mouilleron-en-Pareds","FR","Pays de la Loire","Vendée","Mouilleron-Saint-Germain","-0.886377 46.634074 -0.811426 46.683179"
100000061296,"FR","61296","Moulicent","FR","Normandie","Orne","Longny les Villages","0.699612 48.545986 0.848791 48.587642"
100000079186,"FR","79186","Moulins","FR","Nouvelle-Aquitaine","Deux-Sèvres","Mauléon","-0.81602 46.93074 -0.754365 46.965757"
100000144561,"FR","14456","Moult","FR","Normandie","Calvados","Moult-Chicheboville","-0.203959 49.095231 -0.124819 49.130794"
100000015136,"FR","15136","Mourjou","FR","Auvergne-Rhône-Alpes","Cantal","Puycapel","2.261386 44.664166 2.361641 44.734618"
100000061299,"FR","61299","Moussonvilliers","FR","Normandie","Orne","Charencey","0.766992 48.603494 0.831756 48.675328"
100000056142,"FR","56142","Moustoir-Remungol","FR","Bretagne","Morbihan","Évellys","-2.935614 47.957769 -2.875795 48.005407"
100000079187,"FR","79187","Moutiers-sous-Argenton","FR","Nouvelle-Aquitaine","Deux-Sèvres","Argentonnay","-0.43098 46.935356 -0.318605 46.994343"
100000079188,"FR","79188","Moutiers-sous-Chantemerle","FR","Nouvelle-Aquitaine","Deux-Sèvres","Moncoutant-sur-Sèvre","-0.681085 46.658087 -0.575063 46.716772"
100000077324,"FR","77324","Moutils","FR","Île-de-France","Seine-et-Marne","La Chapelle-Moutils","3.352311 48.75051 3.387352 48.775231"
100000083111,"FR","08311","Mouzon","FR","Grand Est","Ardennes","Mouzon","5.030469 49.555313 5.120438 49.624733"
100000503631,"FR","50363","Moyon","FR","Normandie","Manche","Moyon Villages","-1.186012 48.968905 -1.084824 49.023577"
100000151381,"FR","15138","Murat","FR","Auvergne-Rhône-Alpes","Cantal","Murat","2.833953 45.092182 2.891216 45.126612"
100000221581,"FR","22158","Mûr-de-Bretagne","FR","Bretagne","Côtes d'Armor","Guerlédan","-3.025388 48.159703 -2.937773 48.232068"
100000026219,"FR","26219","Mureils","FR","Auvergne-Rhône-Alpes","Drôme","Saint-Jean-de-Galaure","4.913635 45.199529 4.945607 45.238522"
100000052345,"FR","52345","Musseau","FR","Grand Est","Haute-Marne","Vals-des-Tilles","5.089232 47.699563 5.144982 47.723644"
100000050367,"FR","50367","Naftel","FR","Normandie","Manche","Isigny-le-Buat","-1.156541 48.598569 -1.125439 48.61723"
100000561441,"FR","56144","Naizin","FR","Bretagne","Morbihan","Évellys","-2.895921 47.952912 -2.788937 48.035925"
100000080581,"FR","80581","Namps-au-Mont","FR","Hauts-de-France","Somme","Namps-Maisnil","2.095117 49.798525 2.134352 49.826586"
100000045221,"FR","45221","Nangeville","FR","Centre-Val de Loire","Loiret","Le Malesherbois","2.298535 48.301628 2.356654 48.333154"
100000038274,"FR","38274","Nantoin","FR","Auvergne-Rhône-Alpes","Isère","Porte-des-Bonnevaux","5.248262 45.419669 5.287716 45.458246"
100000274251,"FR","27425","Nassandres","FR","Normandie","Eure","Nassandres sur Risle","0.726085 49.116032 0.758294 49.149191"
100000001271,"FR","01271","Nattages","FR","Auvergne-Rhône-Alpes","Ain","Parves et Nattages","5.721898 45.705135 5.77707 45.740978"
100000481051,"FR","48105","Naussac","FR","Occitanie","Lozère","Naussac-Fontanes","3.754028 44.724783 3.843098 44.776803"
100000007164,"FR","07164","Naves","FR","Auvergne-Rhône-Alpes","Ardèche","Les Vans","4.097668 44.383032 4.161436 44.410543"
100000073185,"FR","73185","Naves","FR","Auvergne-Rhône-Alpes","Savoie","La Léchère","6.48097 45.529092 6.578792 45.624451"
100000067316,"FR","67316","Nehwiller-près-Wœrth","FR","Grand Est","Bas-Rhin","Reichshoffen","7.69305 48.946283 7.716363 48.971028"
100000039383,"FR","39383","Nenon","FR","Bourgogne-Franche-Comté","Jura","Éclans-Nenon","5.5713 47.066117 5.630537 47.132045"
100000077334,"FR","77334","Nesles","FR","Île-de-France","Seine-et-Marne","Lumigny-Nesles-Ormeaux","2.910082 48.686694 2.997933 48.723088"
100000089275,"FR","89275","Neuilly","FR","Bourgogne-Franche-Comté","Yonne","Valravillon","3.395919 47.895366 3.471057 47.938475"
100000014462,"FR","14462","Neuilly-la-Forêt","FR","Normandie","Calvados","Isigny-sur-Mer","-1.136137 49.244218 -1.054154 49.299441"
100000214521,"FR","21452","Neuilly-lès-Dijon","FR","Bourgogne-Franche-Comté","Côte-d'Or","Neuilly-Crimolois","5.085077 47.262797 5.129679 47.286392"
100000061305,"FR","61305","Neuilly-sur-Eure","FR","Normandie","Orne","Longny les Villages","0.839628 48.512505 0.939326 48.564096"
100000151411,"FR","15141","Neussargues-Moissac","FR","Auvergne-Rhône-Alpes","Cantal","Neussargues en Pinatelle","2.946409 45.112154 3.028622 45.159879"
100000151421,"FR","15142","Neuvéglise","FR","Auvergne-Rhône-Alpes","Cantal","Neuvéglise-sur-Truyère","2.934418 44.880628 3.030031 44.987298"
100000070382,"FR","70382","Neuvelle-lès-Champlitte","FR","Bourgogne-Franche-Comté","Haute-Saône","Champlitte","5.535145 47.564508 5.566758 47.597369"
100000021453,"FR","21453","Neuvelle-lès-Grancey","FR","Bourgogne-Franche-Comté","Côte-d'Or","Grancey-le-Château-Neuvelle","4.959182 47.671082 5.017518 47.693836"
100000076466,"FR","76466","Neuville-lès-Dieppe","FR","Normandie","Seine-Maritime","Dieppe","1.0893 49.914569 1.12762 49.940562"
100000080594,"FR","80594","Neuville-lès-Lœuilly","FR","Hauts-de-France","Somme","Ô-de-Selle","2.156333 49.782991 2.196631 49.805068"
100000061306,"FR","61306","Neuville-près-Sées","FR","Normandie","Orne","Chailloué","0.194161 48.62399 0.268592 48.671072"
100000049225,"FR","49225","Neuvy-en-Mauges","FR","Pays de la Loire","Maine-et-Loire","Chemillé-en-Anjou","-0.864232 47.251099 -0.762493 47.286961"
100000068233,"FR","68233","Niederbruck","FR","Grand Est","Haut-Rhin","Masevaux-Niederbruck","6.941451 47.766493 6.980607 47.789193"
100000067332,"FR","67332","Niederseebach","FR","Grand Est","Bas-Rhin","Seebach","7.976982 48.940409 8.018183 48.957509"
100000851621,"FR","85162","Nieul-sur-l'Autise","FR","Pays de la Loire","Vendée","Rives-d'Autise","-0.711318 46.385035 -0.620911 46.460827"
100000052351,"FR","52351","Nijon","FR","Grand Est","Haute-Marne","Bourmont-entre-Meuse-et-Mouzon","5.615722 48.180485 5.676962 48.215734"
100000012173,"FR","12173","Noailhac","FR","Occitanie","Aveyron","Conques-en-Rouergue","2.315035 44.548412 2.405374 44.590857"
100000613091,"FR","61309","Nocé","FR","Normandie","Orne","Perche en Nocé","0.643087 48.35121 0.727701 48.411736"
100000049226,"FR","49226","Noëllet","FR","Pays de la Loire","Maine-et-Loire","Ombrée d'Anjou","-1.114399 47.662488 -1.056548 47.732289"
100000079192,"FR","79192","Noirlieu","FR","Nouvelle-Aquitaine","Deux-Sèvres","Bressuire","-0.455628 46.906658 -0.413703 46.951957"
100000079193,"FR","79193","Noirterre","FR","Nouvelle-Aquitaine","Deux-Sèvres","Bressuire","-0.457206 46.843601 -0.339721 46.914405"
100000024310,"FR","24310","Nojals-et-Clotte","FR","Nouvelle-Aquitaine","Dordogne","Beaumontois en Périgord","0.727469 44.702776 0.791903 44.747221"
100000016247,"FR","16247","Nonaville","FR","Nouvelle-Aquitaine","Charente","Bellevigne","-0.110526 45.517639 -0.056053 45.546956"
100000071651,"FR","07165","Nonières","FR","Auvergne-Rhône-Alpes","Ardèche","Belsentes","4.443957 44.90453 4.501168 44.960561"
100000061311,"FR","61311","Normandel","FR","Normandie","Orne","Charencey","0.687659 48.636573 0.751798 48.66522"
100000051405,"FR","51405","Normée","FR","Grand Est","Marne","Fère-Champenoise","4.004972 48.765926 4.137807 48.816483"
100000070391,"FR","70391","Noroy-lès-Jussey","FR","Bourgogne-Franche-Comté","Haute-Saône","Jussey","5.825187 47.793525 5.876548 47.824333"
100000049227,"FR","49227","Notre-Dame-d'Allençon","FR","Pays de la Loire","Maine-et-Loire","Terranjou","-0.498554 47.27567 -0.440102 47.323602"
100000731871,"FR","73187","Notre-Dame-de-Briançon","FR","Auvergne-Rhône-Alpes","Savoie","La Léchère","6.455736 45.511723 6.497904 45.563325"
100000014471,"FR","14471","Notre-Dame-de-Courson","FR","Normandie","Calvados","Livarot-Pays-d'Auge","0.21772 48.974369 0.312342 49.02069"
100000764761,"FR","76476","Notre-Dame-de-Gravenchon","FR","Normandie","Seine-Maritime","Port-Jérôme-sur-Seine","0.532473 49.462677 0.614014 49.514368"
100000050380,"FR","50380","Notre-Dame-d'Elle","FR","Normandie","Manche","Saint-Jean-d'Elle","-0.967847 49.100265 -0.938903 49.119906"
100000243121,"FR","24312","Notre-Dame-de-Sanilhac","FR","Nouvelle-Aquitaine","Dordogne","Sanilhac","0.675176 45.087746 0.753525 45.17823"
100000086179,"FR","86179","Notre-Dame-d'Or","FR","Nouvelle-Aquitaine","Vienne","La Grimaudière","-0.00665 46.810665 0.040218 46.835255"
100000061313,"FR","61313","Notre-Dame-du-Rocher","FR","Normandie","Orne","Athis-Val de Rouvre","-0.420227 48.782668 -0.388684 48.807065"
100000050381,"FR","50381","Notre-Dame-du-Touchet","FR","Normandie","Manche","Mortain-Bocage","-0.995526 48.555067 -0.930852 48.618666"
100000056150,"FR","56150","Noyalo","FR","Bretagne","Morbihan","Theix-Noyalo","-2.712297 47.58934 -2.582064 47.671392"
100000492281,"FR","49228","Noyant","FR","Pays de la Loire","Maine-et-Loire","Noyant-Villages","0.054432 47.458443 0.162446 47.536361"
100000025641,"FR","02564","Noyant-et-Aconin","FR","Hauts-de-France","Aisne","Bernoy-le-Château","3.315635 49.310438 3.352528 49.349638"
100000049229,"FR","49229","Noyant-la-Gravoyère","FR","Pays de la Loire","Maine-et-Loire","Segré-en-Anjou Bleu","-0.987929 47.684534 -0.921906 47.72506"
100000049230,"FR","49230","Noyant-la-Plaine","FR","Pays de la Loire","Maine-et-Loire","Tuffalun","-0.380413 47.261786 -0.339694 47.288613"
100000144751,"FR","14475","Noyers-Bocage","FR","Normandie","Calvados","Val d'Arry","-0.617208 49.097019 -0.551883 49.143255"
100000049232,"FR","49232","Nueil-sur-Layon","FR","Pays de la Loire","Maine-et-Loire","Lys-Haut-Layon","-0.509842 47.087378 -0.311854 47.160023"
100000069144,"FR","69144","Nuelles","FR","Auvergne-Rhône-Alpes","Rhône","Saint-Germain-Nuelles","4.616749 45.839821 4.636797 45.859591"
100000049233,"FR","49233","Nyoiseau","FR","Pays de la Loire","Maine-et-Loire","Segré-en-Anjou Bleu","-0.945321 47.685542 -0.873481 47.738951"
100000052361,"FR","52361","Odival","FR","Grand Est","Haute-Marne","Nogent","5.353563 48.005088 5.414683 48.041784"
100000055390,"FR","55390","Oëy","FR","Grand Est","Meuse","Chanteraine","5.379676 48.667145 5.431398 48.701343"
100000051411,"FR","51411","Oger","FR","Grand Est","Marne","Blancs-Coteaux","3.963844 48.936063 4.075634 48.972896"
100000057523,"FR","57523","Ogy","FR","Grand Est","Moselle","Ogy-Montoy-Flanville","6.297835 49.101773 6.333046 49.123405"
100000041165,"FR","41165","Oigny","FR","Centre-Val de Loire","Loir-et-Cher","Couëtron-au-Perche","0.881142 48.045613 0.944744 48.077327"
100000069146,"FR","69146","Oingt","FR","Auvergne-Rhône-Alpes","Rhône","Val d'Oingt","4.573836 45.929426 4.595704 45.971152"
100000791961,"FR","79196","Oiron","FR","Nouvelle-Aquitaine","Deux-Sèvres","Plaine-et-Vallées","-0.126135 46.888788 -0.030753 46.97272"
100000055392,"FR","55392","Ollières","FR","Grand Est","Meuse","Spincourt","5.698705 49.346291 5.735354 49.365584"
100000080608,"FR","80608","Omiécourt","FR","Hauts-de-France","Somme","Hypercourt","2.827572 49.78183 2.859135 49.824438"
100000061315,"FR","61315","Omméel","FR","Normandie","Orne","Gouffern en Auge","0.125451 48.788477 0.187225 48.822904"
100000050385,"FR","50385","Omonville-la-Petite","FR","Normandie","Manche","La Hague","-1.901431 49.675552 -1.8661 49.708732"
100000050386,"FR","50386","Omonville-la-Rogue","FR","Normandie","Manche","La Hague","-1.854514 49.680619 -1.825566 49.715454"
100000088337,"FR","88337","Oncourt","FR","Grand Est","Vosges","Thaon-les-Vosges","6.363717 48.239054 6.395919 48.265272"
100000014477,"FR","14477","Ondefontaine","FR","Normandie","Calvados","Les Monts d'Aunay","-0.742933 48.968405 -0.637136 49.004474"
100000080610,"FR","80610","Onvillers","FR","Hauts-de-France","Somme","Piennes-Onvillers","2.657936 49.602009 2.68809 49.622626"
100000411671,"FR","41167","Onzain","FR","Centre-Val de Loire","Loir-et-Cher","Veuzain-sur-Loire","1.114998 47.479073 1.214528 47.553953"
100000015145,"FR","15145","Oradour","FR","Auvergne-Rhône-Alpes","Cantal","Neuvéglise-sur-Truyère","2.869417 44.887688 2.951756 44.969591"
100000014479,"FR","14479","Orbois","FR","Normandie","Calvados","Aurseulles","-0.701744 49.116955 -0.662264 49.140555"
100000041169,"FR","41169","Orchaise","FR","Centre-Val de Loire","Loir-et-Cher","Valencisse","1.128827 47.561348 1.218272 47.60772"
100000061318,"FR","61318","Origny-le-Butin","FR","Normandie","Orne","Belforêt-en-Perche","0.454181 48.360925 0.494723 48.391611"
100000080612,"FR","80612","Orival","FR","Hauts-de-France","Somme","Hornoy-le-Bourg","1.821051 49.789232 1.86954 49.823472"
100000024314,"FR","24314","Orliaguet","FR","Nouvelle-Aquitaine","Dordogne","Pechs-de-l'Espérance","1.358536 44.893008 1.41056 44.929358"
100000077346,"FR","77346","Ormeaux","FR","Île-de-France","Seine-et-Marne","Lumigny-Nesles-Ormeaux","2.960391 48.704452 3.009393 48.732034"
100000052368,"FR","52368","Ormoy-sur-Aube","FR","Grand Est","Haute-Marne","Latrecey-Ormoy-sur-Aube","4.784833 47.959351 4.852887 48.027629"
100000382841,"FR","38284","Ornacieux","FR","Auvergne-Rhône-Alpes","Isère","Ornacieux-Balbins","5.187278 45.397055 5.240023 45.413542"
100000254341,"FR","25434","Ornans","FR","Bourgogne-Franche-Comté","Doubs","Ornans","6.112092 47.054262 6.186645 47.135038"
100000055393,"FR","55393","Ornel","FR","Grand Est","Meuse","Foameix-Ornel","5.593587 49.23418 5.622578 49.258949"
100000503881,"FR","50388","Orval","FR","Normandie","Manche","Orval sur Sienne","-1.505652 48.986122 -1.427195 49.032235"
100000045236,"FR","45236","Orveau-Bellesauve","FR","Centre-Val de Loire","Loiret","Le Malesherbois","2.307505 48.257657 2.372182 48.312"
100000061320,"FR","61320","Orville","FR","Normandie","Orne","Sap-en-Auge","0.255857 48.875421 0.313847 48.903038"
100000035209,"FR","35209","Ossé","FR","Bretagne","Ille-et-Vilaine","Châteaugiron","-1.488196 48.046237 -1.424989 48.074027"
100000254381,"FR","25438","Osselle","FR","Bourgogne-Franche-Comté","Doubs","Osselle-Routelle","5.837378 47.13157 5.888008 47.166147"
100000041170,"FR","41170","Ouchamps","FR","Centre-Val de Loire","Loir-et-Cher","Le Controis-en-Sologne","1.295187 47.446862 1.352453 47.5009"
100000411711,"FR","41171","Oucques","FR","Centre-Val de Loire","Loir-et-Cher","Oucques La Nouvelle","1.259757 47.782 1.340081 47.864552"
100000085168,"FR","85168","Oulmes","FR","Pays de la Loire","Vendée","Rives-d'Autise","-0.697638 46.37614 -0.623408 46.415468"
100000582041,"FR","58204","Ourouër","FR","Bourgogne-Franche-Comté","Nièvre","Vaux d'Amognes","3.252369 47.037277 3.339274 47.091716"
100000069150,"FR","69150","Ouroux","FR","Auvergne-Rhône-Alpes","Rhône","Deux-Grosnes","4.540192 46.200054 4.623488 46.249268"
100000014489,"FR","14489","Ouville-la-Bien-Tournée","FR","Normandie","Calvados","Saint-Pierre-en-Auge","-0.067979 49.041513 -0.001207 49.070523"
100000086185,"FR","86185","Ouzilly-Vignolles","FR","Nouvelle-Aquitaine","Vienne","Moncontour","-0.013694 46.88862 0.031107 46.941019"
