"gid","iso_a2","code","name","level_0","level_1","level_2","level_3","bbox"
100000055131,"FR","55131","Cousances-au-Bois","FR","Grand Est","Meuse","Cousances-lès-Triconville","5.419152 48.766064 5.450796 48.791309"
100000012081,"FR","12081","Coussergues","FR","Occitanie","Aveyron","Palmas d'Aveyron","2.850651 44.392225 2.91093 44.434029"
100000061135,"FR","61135","Couterne","FR","Normandie","Orne","Rives d'Andaine","-0.425682 48.505541 -0.371224 48.550345"
100000791051,"FR","79105","Coutières","FR","Nouvelle-Aquitaine","Deux-Sèvres","Les Châteliers","-0.131376 46.480559 -0.08386 46.517031"
100000049115,"FR","49115","Coutures","FR","Pays de la Loire","Maine-et-Loire","Brissac Loire Aubance","-0.371062 47.350271 -0.328594 47.39729"
100000057157,"FR","57157","Coutures","FR","Grand Est","Moselle","Château-Salins","6.456653 48.809213 6.500597 48.836528"
100000410701,"FR","41070","Couture-sur-Loir","FR","Centre-Val de Loire","Loir-et-Cher","Vallée-de-Ronsard","0.651235 47.723146 0.721291 47.769685"
100000061136,"FR","61136","Couvains","FR","Normandie","Orne","La Ferté-en-Ouche","0.520719 48.836855 0.597127 48.893712"
100000074093,"FR","74093","Cran-Gevrier","FR","Auvergne-Rhône-Alpes","Haute-Savoie","Annecy","6.080466 45.889005 6.117877 45.916304"
100000011301,"FR","01130","Cras-sur-Reyssouze","FR","Auvergne-Rhône-Alpes","Ain","Bresse Vallons","5.136879 46.296955 5.227491 46.328726"
100000891301,"FR","89130","Cravant","FR","Bourgogne-Franche-Comté","Yonne","Deux Rivières","3.656764 47.666945 3.789087 47.714394"
100000052153,"FR","52153","Créancey","FR","Grand Est","Haute-Marne","Châteauvillain","4.842048 47.993059 4.919202 48.030036"
100000052154,"FR","52154","Crenay","FR","Grand Est","Haute-Marne","Foulain","5.087403 47.998558 5.19724 48.038852"
100000460831,"FR","46083","Cressensac","FR","Occitanie","Lot","Cressensac-Sarrazac","1.479944 44.990773 1.559792 45.046674"
100000076191,"FR","76191","Cressy","FR","Normandie","Seine-Maritime","Val-de-Scie","1.144771 49.714488 1.186118 49.737424"
100000072108,"FR","72108","Cré-sur-Loir","FR","Pays de la Loire","Sarthe","Bazouges Cré sur Loir","-0.172502 47.632423 -0.105424 47.686237"
100000055136,"FR","55136","Creuë","FR","Grand Est","Meuse","Vigneulles-lès-Hattonchâtel","5.640824 48.950735 5.731931 48.984862"
100000014201,"FR","14201","Crèvecœur-en-Auge","FR","Normandie","Calvados","Mézidon Vallée d'Auge","0.008662 49.113742 0.029818 49.133293"
100000079107,"FR","79107","Crézières","FR","Nouvelle-Aquitaine","Deux-Sèvres","Chef-Boutonne","-0.154656 46.069346 -0.115883 46.091018"
100000021213,"FR","21213","Crimolois","FR","Bourgogne-Franche-Comté","Côte-d'Or","Neuilly-Crimolois","5.108011 47.258145 5.143619 47.280306"
100000014208,"FR","14208","Croissanville","FR","Normandie","Calvados","Mézidon Vallée d'Auge","-0.126525 49.100203 -0.091846 49.125986"
100000056049,"FR","56049","Croixanvec","FR","Bretagne","Morbihan","Saint-Gérand-Croixanvec","-2.892687 48.122066 -2.841984 48.152022"
100000012087,"FR","12087","Cruéjouls","FR","Occitanie","Aveyron","Palmas d'Aveyron","2.826653 44.419262 2.899013 44.468881"
100000241471,"FR","24147","Cubjac","FR","Nouvelle-Aquitaine","Dordogne","Cubjac-Auvézère-Val d'Ans","0.902739 45.19667 0.96949 45.254811"
100000070191,"FR","70191","Cubry-lès-Soing","FR","Bourgogne-Franche-Comté","Haute-Saône","Soing-Cubry-Charentenay","5.881841 47.58087 5.938192 47.617291"
100000001137,"FR","01137","Cuisiat","FR","Auvergne-Rhône-Alpes","Ain","Val-Revermont","5.334332 46.279473 5.404228 46.316498"
100000011381,"FR","01138","Culoz","FR","Auvergne-Rhône-Alpes","Ain","Culoz-Béon","5.757246 45.821701 5.815151 45.888889"
100000049116,"FR","49116","Cuon","FR","Pays de la Loire","Maine-et-Loire","Baugé-en-Anjou","-0.132951 47.457339 -0.050086 47.493646"
100000014213,"FR","14213","Curcy-sur-Orne","FR","Normandie","Calvados","Thury-Harcourt-le-Hom","-0.546789 48.990955 -0.465523 49.028201"
100000039186,"FR","39186","Cuttura","FR","Bourgogne-Franche-Comté","Jura","Coteaux du Lizon","5.798788 46.403588 5.839859 46.438369"
100000063133,"FR","63133","Dallet","FR","Auvergne-Rhône-Alpes","Puy-de-Dôme","Mur-sur-Allier","3.214946 45.757442 3.261087 45.787479"
100000027195,"FR","27195","Dame-Marie","FR","Normandie","Eure","Sainte-Marie-d'Attez","0.971585 48.78527 1.043776 48.82446"
100000014217,"FR","14217","Dampierre","FR","Normandie","Calvados","Val de Drôme","-0.892131 49.025685 -0.84616 49.054819"
100000391901,"FR","39190","Dampierre","FR","Bourgogne-Franche-Comté","Jura","Dampierre","5.724775 47.147943 5.766377 47.184892"
100000028125,"FR","28125","Dampierre-sur-Blévy","FR","Centre-Val de Loire","Eure-et-Loir","Maillebois","1.089022 48.592809 1.15818 48.648677"
100000049118,"FR","49118","Dampierre-sur-Loire","FR","Pays de la Loire","Maine-et-Loire","Saumur","-0.056263 47.212305 -0.007378 47.252723"
100000027197,"FR","27197","Dampsmesnil","FR","Normandie","Eure","Vexin-sur-Epte","1.627084 49.152387 1.670269 49.180143"
100000042082,"FR","42082","Dancé","FR","Auvergne-Rhône-Alpes","Loire","Vézelin-sur-Loire","4.004098 45.894276 4.063658 45.922786"
100000061144,"FR","61144","Dancé","FR","Normandie","Orne","Perche en Nocé","0.722343 48.340457 0.791259 48.387613"
100000014219,"FR","14219","Danvou-la-Ferrière","FR","Normandie","Calvados","Les Monts d'Aunay","-0.705567 48.944553 -0.652236 48.985539"
100000069073,"FR","69073","Dareizé","FR","Auvergne-Rhône-Alpes","Rhône","Vindry-sur-Turdine","4.45108 45.898021 4.52517 45.913588"
100000087055,"FR","87055","Darnac","FR","Nouvelle-Aquitaine","Haute-Vienne","Val-d'Oire-et-Gartempe","0.926018 46.200486 0.992632 46.277141"
100000049119,"FR","49119","Daumeray","FR","Pays de la Loire","Maine-et-Loire","Morannes sur Sarthe-Daumeray","-0.446688 47.655173 -0.308985 47.721877"
100000049122,"FR","49122","Dénezé-sous-le-Lude","FR","Pays de la Loire","Maine-et-Loire","Noyant-Villages","0.079376 47.51853 0.165966 47.554421"
100000050160,"FR","50160","Denneville","FR","Normandie","Manche","Port-Bail-sur-Mer","-1.700871 49.297491 -1.632103 49.332568"
100000076215,"FR","76215","Derchigny","FR","Normandie","Seine-Maritime","Petit-Caux","1.172733 49.924204 1.222852 49.948558"
100000039195,"FR","39195","Dessia","FR","Bourgogne-Franche-Comté","Jura","Montlainsia","5.49436 46.365241 5.524628 46.400637"
100000053092,"FR","53092","Deux-Évailles","FR","Pays de la Loire","Mayenne","Montsûrs","-0.56118 48.173775 -0.487594 48.210726"
100000055151,"FR","55151","Deuxnouds-aux-Bois","FR","Grand Est","Meuse","Lamorville","5.594121 48.965973 5.666666 49.005088"
100000055152,"FR","55152","Deuxnouds-devant-Beauzée","FR","Grand Est","Meuse","Beausite","5.189453 48.967848 5.253699 48.995742"
100000089138,"FR","89138","Dicy","FR","Bourgogne-Franche-Comté","Yonne","Charny Orée de Puisaye","3.06521 47.908699 3.116805 47.948786"
100000068070,"FR","68070","Didenheim","FR","Grand Est","Haut-Rhin","Brunstatt-Didenheim","7.274404 47.701461 7.309212 47.73031"
100000050163,"FR","50163","Digulleville","FR","Normandie","Manche","La Hague","-1.876558 49.670222 -1.837521 49.720444"
100000089140,"FR","89140","Dilo","FR","Bourgogne-Franche-Comté","Yonne","Arces-Dilo","3.530966 48.075536 3.561711 48.095613"
100000085079,"FR","85079","Dissais","FR","Pays de la Loire","Vendée","Mareuil-sur-Lay-Dissais","-1.21376 46.504726 -1.174996 46.537269"
100000072117,"FR","72117","Dissé-sous-le-Lude","FR","Pays de la Loire","Sarthe","Le Lude","0.110577 47.581282 0.189576 47.633335"
100000850801,"FR","85080","Doix","FR","Pays de la Loire","Vendée","Doix lès Fontaines","-0.828759 46.358786 -0.781078 46.410744"
100000022051,"FR","22051","Dolo","FR","Bretagne","Côtes d'Armor","Jugon-les-Lacs - Commune nouvelle","-2.363998 48.358013 -2.301564 48.403948"
100000611451,"FR","61145","Domfront","FR","Normandie","Orne","Domfront en Poiraie","-0.675785 48.550805 -0.55232 48.606998"
100000001144,"FR","01144","Dommartin","FR","Auvergne-Rhône-Alpes","Ain","Bâgé-Dommartin","4.963744 46.31385 5.035346 46.3595"
100000035100,"FR","35100","Dompierre-du-Chemin","FR","Bretagne","Ille-et-Vilaine","Luitré-Dompierre","-1.176346 48.248408 -1.121145 48.286715"
100000058100,"FR","58100","Dompierre-sur-Héry","FR","Bourgogne-Franche-Comté","Nièvre","Beaulieu","3.539237 47.238232 3.572215 47.271244"
100000055161,"FR","55161","Domremy-aux-Bois","FR","Grand Est","Meuse","Erneville-aux-Bois","5.394195 48.717345 5.472181 48.755187"
100000052176,"FR","52176","Donnemarie","FR","Grand Est","Haute-Marne","Nogent","5.364888 48.052998 5.42446 48.08489"
100000071180,"FR","71180","Donzy-le-National","FR","Bourgogne-Franche-Comté","Saône-et-Loire","La Vineuse sur Fregande","4.541058 46.429474 4.591309 46.468584"
100000057184,"FR","57184","Dornot","FR","Grand Est","Moselle","Ancy-Dornot","6.036728 49.039399 6.062169 49.053622"
100000055164,"FR","55164","Douaumont","FR","Grand Est","Meuse","Douaumont-Vaux","5.412231 49.207292 5.455511 49.236613"
100000073102,"FR","73102","Doucy","FR","Auvergne-Rhône-Alpes","Savoie","La Léchère","6.437301 45.481338 6.478646 45.520673"
100000491251,"FR","49125","Doué-la-Fontaine","FR","Pays de la Loire","Maine-et-Loire","Doué-en-Anjou","-0.339216 47.161659 -0.223855 47.222832"
100000025205,"FR","25205","Doulaize","FR","Bourgogne-Franche-Comté","Doubs","Éternoz","5.963409 47.028796 5.994824 47.045327"
100000081451,"FR","08145","Douzy","FR","Grand Est","Ardennes","Douzy","5.000803 49.653738 5.062606 49.695892"
100000049126,"FR","49126","Drain","FR","Pays de la Loire","Maine-et-Loire","Orée d'Anjou","-1.243333 47.298108 -1.1752 47.354682"
100000080257,"FR","80257","Dreuil-lès-Molliens","FR","Hauts-de-France","Somme","Molliens-Dreuil","1.991554 49.883397 2.059471 49.907505"
100000015062,"FR","15062","Drignac","FR","Auvergne-Rhône-Alpes","Cantal","Ally","2.338966 45.141301 2.371241 45.176975"
100000052180,"FR","52180","Droyes","FR","Grand Est","Haute-Marne","Rives Dervoises","4.669302 48.495937 4.785776 48.541994"
100000501681,"FR","50168","Ducey","FR","Normandie","Manche","Ducey-Les Chéris","-1.310363 48.595238 -1.244216 48.630612"
100000017144,"FR","17144","Ébéon","FR","Nouvelle-Aquitaine","Charente-Maritime","Authon-Ébéon","-0.460707 45.853263 -0.428264 45.867705"
100000067114,"FR","67114","Eberbach-Wœrth","FR","Grand Est","Bas-Rhin","Gundershoffen","7.700147 48.906161 7.721026 48.924204"
100000049128,"FR","49128","Échemiré","FR","Pays de la Loire","Maine-et-Loire","Baugé-en-Anjou","-0.208058 47.524258 -0.129543 47.574675"
100000041076,"FR","41076","Écoman","FR","Centre-Val de Loire","Loir-et-Cher","Vievy-le-Rayé","1.244299 47.869126 1.351494 47.908224"
100000050170,"FR","50170","Écoquenéauville","FR","Normandie","Manche","Sainte-Mère-Église","-1.310698 49.3907 -1.273639 49.410894"
100000272131,"FR","27213","Écos","FR","Normandie","Eure","Vexin-sur-Epte","1.553128 49.119446 1.638123 49.177323"
100000611531,"FR","61153","Écouché","FR","Normandie","Orne","Écouché-les-Vallées","-0.133595 48.703819 -0.085392 48.727272"
100000077166,"FR","77166","Écuelles","FR","Île-de-France","Seine-et-Marne","Moret-Loing-et-Orvanne","2.798817 48.331777 2.859144 48.385711"
100000050171,"FR","50171","Éculleville","FR","Normandie","Manche","La Hague","-1.837175 49.671898 -1.812771 49.694182"
100000008152,"FR","08152","Élan","FR","Grand Est","Ardennes","Flize","4.722479 49.638343 4.781773 49.675404"
100000016126,"FR","16126","Embourie","FR","Nouvelle-Aquitaine","Charente","Paizay-Naudouin-Embourie","0.019343 46.0286 0.059944 46.045163"
100000602091,"FR","60209","Énencourt-le-Sec","FR","Hauts-de-France","Oise","La Corne-en-Vexin","1.887506 49.280263 1.942871 49.312274"
100000062294,"FR","62294","Enguinegatte","FR","Hauts-de-France","Pas-de-Calais","Enquin-lez-Guinegatte","2.235848 50.592003 2.298673 50.625348"
100000622951,"FR","62295","Enquin-les-Mines","FR","Hauts-de-France","Pas-de-Calais","Enquin-lez-Guinegatte","2.26224 50.564534 2.324336 50.609548"
100000061154,"FR","61154","Eperrais","FR","Normandie","Orne","Belforêt-en-Perche","0.511413 48.392973 0.582791 48.438242"
100000073108,"FR","73108","Épersy","FR","Auvergne-Rhône-Alpes","Savoie","Entrelacs","5.936793 45.730554 5.97571 45.756416"
100000052186,"FR","52186","Épinant","FR","Grand Est","Haute-Marne","Val-de-Meuse","5.441495 47.979093 5.481492 48.016453"
100000027221,"FR","27221","Épinay","FR","Normandie","Eure","Mesnil-en-Ouche","0.603278 48.959927 0.685282 48.999304"
100000053095,"FR","53095","Épineux-le-Seguin","FR","Pays de la Loire","Mayenne","Val-du-Maine","-0.406542 47.913724 -0.311787 47.959951"
100000077170,"FR","77170","Épisy","FR","Île-de-France","Seine-et-Marne","Moret-Loing-et-Orvanne","2.764574 48.31753 2.816099 48.347965"
100000521871,"FR","52187","Épizon","FR","Grand Est","Haute-Marne","Épizon","5.284871 48.352364 5.388189 48.40323"
100000050173,"FR","50173","Équeurdreville-Hainneville","FR","Normandie","Manche","Cherbourg-en-Cotentin","-1.724565 49.626015 -1.642502 49.663723"
100000016129,"FR","16129","Éraville","FR","Nouvelle-Aquitaine","Charente","Bellevigne","-0.110909 45.567711 -0.072513 45.597378"
100000055176,"FR","55176","Érize-la-Grande","FR","Grand Est","Meuse","Raival","5.206325 48.877723 5.272891 48.910354"
100000002285,"FR","02285","Escaufourt","FR","Hauts-de-France","Nord","Saint-Souplet","3.482601 50.037457 3.505528 50.064589"
100000014247,"FR","14247","Escures-sur-Favières","FR","Normandie","Calvados","Vendeuvre","-0.11239 49.015965 -0.064345 49.042583"
100000074113,"FR","74113","Ésery","FR","Auvergne-Rhône-Alpes","Haute-Savoie","Reignier-Ésery","6.223107 46.135032 6.247342 46.160495"
100000004082,"FR","04082","Esparron-la-Bâtie","FR","Provence-Alpes-Côte d'Azur","Alpes-de-Haute-Provence","Bayons","6.106666 44.265085 6.221044 44.329139"
100000029052,"FR","29052","Esquibien","FR","Bretagne","Finistère","Audierne","-4.603057 48.002167 -4.527147 48.056325"
100000089157,"FR","89157","Essert","FR","Bourgogne-Franche-Comté","Yonne","Lucy-sur-Cure","3.738653 47.627652 3.808753 47.657519"
100000039213,"FR","39213","Esserval-Combe","FR","Bourgogne-Franche-Comté","Jura","Mièges","6.033712 46.792287 6.058179 46.809618"
100000052191,"FR","52191","Essey-les-Eaux","FR","Grand Est","Haute-Marne","Nogent","5.38363 48.035796 5.431732 48.064348"
100000052192,"FR","52192","Essey-les-Ponts","FR","Grand Est","Haute-Marne","Châteauvillain","4.832156 48.048863 4.897827 48.075273"
100000048057,"FR","48057","Estables","FR","Occitanie","Lozère","Monts-de-Randon","3.461588 44.649042 3.563609 44.71532"
100000091222,"FR","91222","Estouches","FR","Île-de-France","Essonne","Le Mérévillois","2.110394 48.29701 2.163885 48.324389"
100000076248,"FR","76248","Estouteville-Écalles","FR","Normandie","Seine-Maritime","Buchy","1.270905 49.572711 1.346614 49.605915"
100000080289,"FR","80289","Estrées-en-Chaussée","FR","Hauts-de-France","Somme","Estrées-Mons","3.016587 49.873765 3.051805 49.898796"
100000014253,"FR","14253","Estry","FR","Normandie","Calvados","Valdallière","-0.763426 48.880229 -0.701407 48.930446"
100000073111,"FR","73111","Étable","FR","Auvergne-Rhône-Alpes","Savoie","Valgelon-La Rochette","6.124641 45.456238 6.158623 45.4772"
100000220551,"FR","22055","Étables-sur-Mer","FR","Bretagne","Côtes d'Armor","Binic-Étables-sur-Mer","-2.86618 48.606486 -2.818033 48.647016"
100000802951,"FR","80295","Étinehem","FR","Hauts-de-France","Somme","Étinehem-Méricourt","2.660247 49.911983 2.710494 49.961953"
100000014255,"FR","14255","Étouvy","FR","Normandie","Calvados","Souleuvre en Bocage","-0.918541 48.881661 -0.884459 48.901401"
100000001154,"FR","01154","Étrez","FR","Auvergne-Rhône-Alpes","Ain","Bresse Vallons","5.158233 46.321577 5.220209 46.357178"
100000070223,"FR","70223","Étroitefontaine","FR","Bourgogne-Franche-Comté","Haute-Saône","Athesans-Étroitefontaine","6.482181 47.571872 6.512931 47.589399"
100000079113,"FR","79113","Étusson","FR","Nouvelle-Aquitaine","Deux-Sèvres","Saint Maurice Étusson","-0.597171 46.984836 -0.49962 47.030923"
100000721281,"FR","72128","Évaillé","FR","Pays de la Loire","Sarthe","Val-d'Étangson","0.575582 47.870672 0.664644 47.92821"
100000074120,"FR","74120","Évires","FR","Auvergne-Rhône-Alpes","Haute-Savoie","Fillière","6.192006 46.012199 6.25255 46.070276"
100000530971,"FR","53097","Évron","FR","Pays de la Loire","Mayenne","Évron","-0.450004 48.107659 -0.336544 48.184212"
100000061157,"FR","61157","Exmes","FR","Normandie","Orne","Gouffern en Auge","0.153745 48.731632 0.206757 48.78063"
100000024166,"FR","24166","Eyliac","FR","Nouvelle-Aquitaine","Dordogne","Bassillac et Auberoche","0.811354 45.130279 0.896597 45.187969"
100000024170,"FR","24170","Eyvirat","FR","Nouvelle-Aquitaine","Dordogne","Brantôme en Périgord","0.701582 45.305866 0.769983 45.351086"
100000111311,"FR","11131","Fa","FR","Occitanie","Aude","Val-du-Faby","2.152115 42.896469 2.200696 42.95387"
100000028145,"FR","28145","Fains-la-Folie","FR","Centre-Val de Loire","Eure-et-Loir","Éole-en-Beauce","1.576486 48.188985 1.664955 48.250744"
100000014259,"FR","14259","Familly","FR","Normandie","Calvados","Livarot-Pays-d'Auge","0.308251 48.942711 0.38238 48.981205"
100000002300,"FR","02300","Fargniers","FR","Hauts-de-France","Aisne","Tergnier","3.29817 49.632216 3.332724 49.678154"
100000046099,"FR","46099","Fargues","FR","Occitanie","Lot","Porte-du-Quercy","1.149879 44.377963 1.219888 44.433828"
100000045140,"FR","45140","Faronville","FR","Centre-Val de Loire","Loiret","Outarville","2.040084 48.1895 2.091999 48.222813"
100000002301,"FR","02301","Faucoucourt","FR","Hauts-de-France","Aisne","Anizy-le-Grand","3.440805 49.51693 3.498165 49.544805"
100000048060,"FR","48060","Fau-de-Peyre","FR","Occitanie","Lozère","Peyre en Aubrac","3.172142 44.70399 3.258739 44.767447"
100000762581,"FR","76258","Fauville-en-Caux","FR","Normandie","Seine-Maritime","Terres-de-Caux","0.561022 49.640477 0.61368 49.67281"
100000049133,"FR","49133","Faveraye-Mâchelles","FR","Pays de la Loire","Maine-et-Loire","Bellevigne-en-Layon","-0.549442 47.207204 -0.473841 47.264693"
100000015068,"FR","15068","Faverolles","FR","Auvergne-Rhône-Alpes","Cantal","Val d'Arcomie","3.093564 44.893955 3.184291 44.977185"
100000036072,"FR","36072","Faverolles-en-Berry","FR","Centre-Val de Loire","Indre","Villentrois-Faverolles-en-Berry","1.326556 47.134869 1.446052 47.208688"
100000049134,"FR","49134","Faye-d'Anjou","FR","Pays de la Loire","Maine-et-Loire","Bellevigne-en-Layon","-0.58248 47.270147 -0.47293 47.336565"
100000642251,"FR","64225","Féas","FR","Nouvelle-Aquitaine","Pyrénées-Atlantiques","Ance Féas","-0.729358 43.15079 -0.666423 43.189757"
100000041082,"FR","41082","Feings","FR","Centre-Val de Loire","Loir-et-Cher","Le Controis-en-Sologne","1.330615 47.405701 1.410597 47.474625"
100000073112,"FR","73112","Feissons-sur-Isère","FR","Auvergne-Rhône-Alpes","Savoie","La Léchère","6.46171 45.544497 6.531938 45.607319"
100000061161,"FR","61161","Fel","FR","Normandie","Orne","Gouffern en Auge","0.086121 48.777692 0.137628 48.809135"
100000050179,"FR","50179","Ferrières","FR","Normandie","Manche","Le Teilleul","-0.970148 48.527982 -0.935285 48.557314"
100000014265,"FR","14265","Fervaques","FR","Normandie","Calvados","Livarot-Pays-d'Auge","0.209438 49.016128 0.312679 49.053697"
100000014267,"FR","14267","Feuguerolles-sur-Seulles","FR","Normandie","Calvados","Aurseulles","-0.698507 49.105019 -0.659164 49.1209"
100000014268,"FR","14268","Fierville-Bray","FR","Normandie","Calvados","Valambray","-0.230719 49.042702 -0.141578 49.080726"
100000038165,"FR","38165","Fitilieu","FR","Auvergne-Rhône-Alpes","Isère","Les Abrets en Dauphiné","5.540382 45.532775 5.592506 45.569385"
100000631601,"FR","63160","Flat","FR","Auvergne-Rhône-Alpes","Puy-de-Dôme","Aulhat-Flat","3.274538 45.559354 3.313559 45.586357"
100000461031,"FR","46103","Flaugnac","FR","Occitanie","Lot","Saint-Paul-Flaugnac","1.364693 44.2461 1.454553 44.329964"
100000212721,"FR","21272","Flée","FR","Bourgogne-Franche-Comté","Côte-d'Or","Le Val-Larrey","4.309908 47.422275 4.369498 47.467364"
100000089166,"FR","89166","Fleurigny","FR","Bourgogne-Franche-Comté","Yonne","Thorigny-sur-Oreuse","3.351513 48.264559 3.414234 48.332689"
100000055190,"FR","55190","Fleury-sur-Aire","FR","Grand Est","Meuse","Nubécourt","5.127956 48.999717 5.19586 49.034738"
100000081731,"FR","08173","Flize","FR","Grand Est","Ardennes","Flize","4.755617 49.68477 4.791801 49.705263"
100000052202,"FR","52202","Flornoy","FR","Grand Est","Haute-Marne","Troisfontaines-la-Ville","4.979996 48.515932 5.030602 48.535672"
100000050187,"FR","50187","Flottemanville-Hague","FR","Normandie","Manche","La Hague","-1.754786 49.592072 -1.687835 49.6369"
100000491381,"FR","49138","Fontaine-Guérin","FR","Pays de la Loire","Maine-et-Loire","Les Bois d'Anjou","-0.216899 47.46011 -0.122712 47.510868"
100000027253,"FR","27253","Fontaine-la-Soret","FR","Normandie","Eure","Nassandres sur Risle","0.680024 49.127489 0.731166 49.165136"
100000073115,"FR","73115","Fontaine-le-Puits","FR","Auvergne-Rhône-Alpes","Savoie","Salins-Fontaine","6.495971 45.447255 6.523098 45.481887"
100000049139,"FR","49139","Fontaine-Milon","FR","Pays de la Loire","Maine-et-Loire","Mazé-Milon","-0.277391 47.488506 -0.224529 47.52098"
100000085091,"FR","85091","Fontaines","FR","Pays de la Loire","Vendée","Doix lès Fontaines","-0.842525 46.39817 -0.777121 46.440063"
100000077189,"FR","77189","Fontaine-sous-Montaiguillon","FR","Île-de-France","Seine-et-Marne","Louan-Villegruis-Fontaine","3.489618 48.604638 3.559027 48.633148"
100000048062,"FR","48062","Fontanes","FR","Occitanie","Lozère","Naussac-Fontanes","3.755571 44.75994 3.806788 44.804042"
100000046110,"FR","46110","Fontanes-du-Causse","FR","Occitanie","Lot","Cœur de Causse","1.628659 44.641583 1.722229 44.689028"
100000016140,"FR","16140","Fontclaireau","FR","Nouvelle-Aquitaine","Charente","Mansle-les-Fontaines","0.178171 45.87596 0.216689 45.910876"
100000061172,"FR","61172","Fontenai-les-Louvets","FR","Normandie","Orne","L'Orée-d'Écouves","-0.030205 48.506494 0.054574 48.554092"
100000089174,"FR","89174","Fontenailles","FR","Bourgogne-Franche-Comté","Yonne","Les Hauts de Forterre","3.457106 47.62165 3.491222 47.639593"
100000061173,"FR","61173","Fontenai-sur-Orne","FR","Normandie","Orne","Écouché-les-Vallées","-0.099628 48.70027 -0.051559 48.733559"
100000050189,"FR","50189","Fontenay","FR","Normandie","Manche","Romagny Fontenay","-1.045789 48.609672 -0.999935 48.639764"
100000027255,"FR","27255","Fontenay-en-Vexin","FR","Normandie","Eure","Vexin-sur-Epte","1.552959 49.193237 1.590359 49.231917"
100000002325,"FR","02325","Fontenelle-en-Brie","FR","Hauts-de-France","Aisne","Dhuys et Morin-en-Brie","3.466905 48.90294 3.528747 48.941818"
100000014279,"FR","14279","Fontenermont","FR","Normandie","Calvados","Noues de Sienne","-1.1254 48.814148 -1.078521 48.82869"
100000089178,"FR","89178","Fontenouilles","FR","Bourgogne-Franche-Comté","Yonne","Charny Orée de Puisaye","2.994622 47.860787 3.069128 47.908103"
100000027257,"FR","27257","Forêt-la-Folie","FR","Normandie","Eure","Vexin-sur-Epte","1.493713 49.197396 1.549332 49.240461"
100000049141,"FR","49141","Forges","FR","Pays de la Loire","Maine-et-Loire","Doué-en-Anjou","-0.269853 47.201361 -0.206971 47.22926"
100000762761,"FR","76276","Forges-les-Eaux","FR","Normandie","Seine-Maritime","Forges-les-Eaux","1.509929 49.601591 1.557888 49.624332"
100000602451,"FR","60245","Formerie","FR","Hauts-de-France","Oise","Formerie","1.698536 49.629407 1.755043 49.669426"
100000059248,"FR","59248","Fort-Mardyck","FR","Hauts-de-France","Nord","Dunkerque","2.295043 51.016967 2.322299 51.03832"
100000050191,"FR","50191","Foucarville","FR","Normandie","Manche","Sainte-Mère-Église","-1.287242 49.431863 -1.221825 49.462881"
100000049143,"FR","49143","Fougeré","FR","Pays de la Loire","Maine-et-Loire","Baugé-en-Anjou","-0.199976 47.596688 -0.088153 47.647893"
100000041092,"FR","41092","Fougères-sur-Bièvre","FR","Centre-Val de Loire","Loir-et-Cher","Le Controis-en-Sologne","1.315232 47.421117 1.379545 47.474828"
100000702451,"FR","70245","Fougerolles","FR","Bourgogne-Franche-Comté","Haute-Saône","Fougerolles-Saint-Valbert","6.362143 47.860711 6.478361 47.943854"
100000008177,"FR","08177","Foulzy","FR","Grand Est","Ardennes","Girondelle","4.353672 49.836244 4.407714 49.872121"
100000027262,"FR","27262","Fourges","FR","Normandie","Eure","Vexin-sur-Epte","1.606264 49.104708 1.653318 49.146871"
100000272631,"FR","27263","Fourmetot","FR","Normandie","Eure","Le Perrey","0.543248 49.357896 0.607804 49.398817"
100000015071,"FR","15071","Fournoulès","FR","Auvergne-Rhône-Alpes","Cantal","Saint-Constant-Fournoulès","2.265107 44.661206 2.324238 44.683234"
100000078251,"FR","78251","Fourqueux","FR","Île-de-France","Yvelines","Saint-Germain-en-Laye","2.037208 48.874658 2.075037 48.897679"
100000027264,"FR","27264","Fours-en-Vexin","FR","Normandie","Eure","Vexin-sur-Epte","1.585043 49.170474 1.628665 49.201429"
100000070246,"FR","70246","Fouvent-le-Bas","FR","Bourgogne-Franche-Comté","Haute-Saône","Fouvent-Saint-Andoche","5.614123 47.639419 5.698419 47.686633"
100000048066,"FR","48066","Fraissinet-de-Lozère","FR","Occitanie","Lozère","Pont de Montvert - Sud Mont Lozère","3.666473 44.356916 3.743219 44.435452"
100000027265,"FR","27265","Francheville","FR","Normandie","Eure","Verneuil d'Avre et d'Iton","0.79601 48.761984 0.887447 48.823868"
100000073118,"FR","73118","Francin","FR","Auvergne-Rhône-Alpes","Savoie","Porte-de-Savoie","6.011183 45.471301 6.045748 45.515028"
100000044225,"FR","44225","Freigné","FR","Pays de la Loire","Loire-Atlantique","Vallons-de-l'Erdre","-1.178362 47.500743 -1.037867 47.572783"
100000061177,"FR","61177","Frênes","FR","Normandie","Orne","Tinchebray-Bocage","-0.71477 48.748716 -0.648108 48.794701"
100000044059,"FR","44059","Fresnay-en-Retz","FR","Pays de la Loire","Loire-Atlantique","Villeneuve-en-Retz","-1.906322 46.997497 -1.818579 47.052094"
100000602561,"FR","60256","Fresneaux-Montchevreuil","FR","Hauts-de-France","Oise","Montchevreuil","1.982182 49.266141 2.0371 49.315153"
100000027270,"FR","27270","Fresne-l'Archevêque","FR","Normandie","Eure","Frenelles-en-Vexin","1.384018 49.267293 1.433851 49.306242"
